# freq_THz  G_total  G_Ga  G_S
# MD-derived velocity power spectrum. Common normalization: integral(G_total) = 3*primitive_atoms.
# mass_weighted=True; primitive_atoms=4; block_duration_ps=16.38400000; df_THz=0.06103516; total_equals_sum_of_partials=True
1.1901855469e+01 1.0520802764e+00 3.4421140143e-01 7.0786887500e-01
1.1962890625e+01 9.0521159540e-01 2.9990430192e-01 6.0530729348e-01
1.2023925781e+01 7.5742506864e-01 2.5329830480e-01 5.0412676384e-01
1.2084960938e+01 5.6591907565e-01 1.8976028012e-01 3.7615879553e-01
1.2145996094e+01 3.9382977319e-01 1.3156303324e-01 2.6226673996e-01
1.2207031250e+01 2.7447976344e-01 9.1092918416e-02 1.8338684503e-01
1.2268066406e+01 2.0343010401e-01 6.7196244040e-02 1.3623385997e-01
1.2329101562e+01 1.6385544524e-01 5.4098058669e-02 1.0975738657e-01
1.2390136719e+01 1.3502216019e-01 4.4622285958e-02 9.0399874228e-02
1.2451171875e+01 1.1599662603e-01 3.8607593519e-02 7.7389032512e-02
1.2512207031e+01 1.0217086464e-01 3.4192068192e-02 6.7978796451e-02
1.2573242188e+01 9.1208248666e-02 3.0678226354e-02 6.0530022312e-02
1.2634277344e+01 8.2674941102e-02 2.8075193649e-02 5.4599747453e-02
1.2695312500e+01 7.5873124547e-02 2.5895624195e-02 4.9977500352e-02
1.2756347656e+01 6.9300825511e-02 2.3873856418e-02 4.5426969093e-02
1.2817382812e+01 6.3874775418e-02 2.2151426100e-02 4.1723349319e-02
1.2878417969e+01 5.9539463741e-02 2.0854975626e-02 3.8684488115e-02
1.2939453125e+01 5.5487016398e-02 1.9636230435e-02 3.5850785963e-02
1.3000488281e+01 5.2425228814e-02 1.8683672561e-02 3.3741556253e-02
1.3061523438e+01 4.9552541039e-02 1.7735782540e-02 3.1816758499e-02
1.3122558594e+01 4.6699160599e-02 1.6882035466e-02 2.9817125132e-02
1.3183593750e+01 4.4095791427e-02 1.6076870346e-02 2.8018921080e-02
1.3244628906e+01 4.1554456992e-02 1.5313857206e-02 2.6240599786e-02
1.3305664062e+01 3.9795345662e-02 1.4755751649e-02 2.5039594013e-02
1.3366699219e+01 3.7704760290e-02 1.4102007864e-02 2.3602752426e-02
1.3427734375e+01 3.5872916541e-02 1.3501424184e-02 2.2371492358e-02
1.3488769531e+01 3.4105668227e-02 1.2960180146e-02 2.1145488081e-02
1.3549804688e+01 3.2707009114e-02 1.2516846117e-02 2.0190162997e-02
1.3610839844e+01 3.1301709036e-02 1.2115869151e-02 1.9185839885e-02
1.3671875000e+01 2.9889204781e-02 1.1689042429e-02 1.8200162352e-02
