# freq_THz  G_total  G_Ga  G_S
# MD-derived velocity power spectrum. Common normalization: integral(G_total) = 3*primitive_atoms.
# mass_weighted=True; primitive_atoms=4; block_duration_ps=16.38400000; df_THz=0.06103516; total_equals_sum_of_partials=True
1.3671875000e+01 2.9003039582e-02 1.1206497212e-02 1.7796542370e-02
1.3732910156e+01 2.8059885102e-02 1.0891978682e-02 1.7167906419e-02
1.3793945312e+01 2.6956475871e-02 1.0543200833e-02 1.6413275037e-02
1.3854980469e+01 2.6089169641e-02 1.0195065474e-02 1.5894104166e-02
1.3916015625e+01 2.5356197416e-02 1.0015949488e-02 1.5340247929e-02
1.3977050781e+01 2.4601066777e-02 9.8056733838e-03 1.4795393393e-02
1.4038085938e+01 2.3776109785e-02 9.5164604902e-03 1.4259649295e-02
1.4099121094e+01 2.2909923129e-02 9.1978463067e-03 1.3712076822e-02
1.4160156250e+01 2.1923152562e-02 8.8655749218e-03 1.3057577640e-02
1.4221191406e+01 2.1174404459e-02 8.6492158346e-03 1.2525188625e-02
1.4282226562e+01 2.0568665232e-02 8.4488699207e-03 1.2119795311e-02
1.4343261719e+01 1.9979878355e-02 8.2404457659e-03 1.1739432589e-02
1.4404296875e+01 1.9347707034e-02 8.0407382202e-03 1.1306968814e-02
1.4465332031e+01 1.9005890381e-02 7.9377164894e-03 1.1068173892e-02
1.4526367188e+01 1.8534165004e-02 7.7529946469e-03 1.0781170357e-02
1.4587402344e+01 1.8034022202e-02 7.5701132447e-03 1.0463908958e-02
1.4648437500e+01 1.7544573749e-02 7.3673597902e-03 1.0177213959e-02
1.4709472656e+01 1.7234433089e-02 7.2484665314e-03 9.9859665578e-03
1.4770507812e+01 1.6890786906e-02 7.1497732346e-03 9.7410136712e-03
1.4831542969e+01 1.6591934017e-02 7.0476336010e-03 9.5443004164e-03
1.4892578125e+01 1.6401005172e-02 6.9422222851e-03 9.4587828871e-03
1.4953613281e+01 1.6130757031e-02 6.8276613951e-03 9.3030956361e-03
1.5014648438e+01 1.5921139917e-02 6.7431593067e-03 9.1779806100e-03
1.5075683594e+01 1.5772460283e-02 6.6758891379e-03 9.0965711454e-03
1.5136718750e+01 1.5549328506e-02 6.5471594444e-03 9.0021690613e-03
1.5197753906e+01 1.5300756657e-02 6.4568908422e-03 8.8438658151e-03
1.5258789062e+01 1.5014337941e-02 6.3767837858e-03 8.6375541553e-03
1.5319824219e+01 1.4728710209e-02 6.2603289403e-03 8.4683812688e-03
1.5380859375e+01 1.4449037502e-02 6.1082869693e-03 8.3407505328e-03
1.5441894531e+01 1.4092590940e-02 6.0000294453e-03 8.0925614946e-03
1.5502929688e+01 1.3932124873e-02 5.9653389386e-03 7.9667859348e-03
1.5563964844e+01 1.3461765214e-02 5.7888530976e-03 7.6729121160e-03
1.5625000000e+01 1.3126299338e-02 5.6640284738e-03 7.4622708640e-03
1.5686035156e+01 1.2693453321e-02 5.4857744576e-03 7.2076788638e-03
1.5747070312e+01 1.2242133629e-02 5.3278490180e-03 6.9142846115e-03
1.5808105469e+01 1.1841147971e-02 5.1946178953e-03 6.6465300755e-03
1.5869140625e+01 1.1464717985e-02 5.0475422463e-03 6.4171757382e-03
1.5930175781e+01 1.1119200967e-02 4.8920702073e-03 6.2271307593e-03
1.5991210938e+01 1.0622253637e-02 4.6826436615e-03 5.9396099753e-03
1.6052246094e+01 1.0249796842e-02 4.5231967415e-03 5.7266001000e-03
1.6113281250e+01 9.8809139886e-03 4.3760623531e-03 5.5048516354e-03
1.6174316406e+01 9.5777230104e-03 4.2563727764e-03 5.3213502340e-03
1.6235351562e+01 9.2327576518e-03 4.1163327440e-03 5.1164249078e-03
1.6296386719e+01 8.8484461939e-03 3.9658959851e-03 4.8825502088e-03
1.6357421875e+01 8.5059601570e-03 3.8080289513e-03 4.6979312057e-03
1.6418457031e+01 8.1044971092e-03 3.6191683960e-03 4.4853287132e-03
1.6479492188e+01 7.8866426674e-03 3.5290730233e-03 4.3575696441e-03
1.6540527344e+01 7.6364896689e-03 3.4204490340e-03 4.2160406349e-03
1.6601562500e+01 7.2669907187e-03 3.2432111547e-03 4.0237795640e-03
1.6662597656e+01 7.0722678941e-03 3.1428948385e-03 3.9293730556e-03
1.6723632812e+01 6.9604414047e-03 3.0982239490e-03 3.8622174557e-03
1.6784667969e+01 6.8379778888e-03 3.0287092015e-03 3.8092686873e-03
1.6845703125e+01 6.7824978620e-03 2.9853686620e-03 3.7971291999e-03
1.6906738281e+01 6.8165592571e-03 2.9834400494e-03 3.8331192076e-03
1.6967773438e+01 6.8849572619e-03 2.9891706502e-03 3.8957866116e-03
1.7028808594e+01 7.0387670065e-03 3.0148992245e-03 4.0238677820e-03
1.7089843750e+01 7.2650495403e-03 3.0530517053e-03 4.2119978351e-03
1.7150878906e+01 7.4566259113e-03 3.0769463207e-03 4.3796795906e-03
1.7211914062e+01 7.7916863416e-03 3.1976345128e-03 4.5940518287e-03
1.7272949219e+01 7.9931779278e-03 3.2589868180e-03 4.7341911098e-03
1.7333984375e+01 8.0267328280e-03 3.2733616890e-03 4.7533711390e-03
1.7395019531e+01 7.9257594927e-03 3.2336188997e-03 4.6921405930e-03
1.7456054688e+01 7.7451250905e-03 3.1875047788e-03 4.5576203118e-03
1.7517089844e+01 7.5876725360e-03 3.1539885494e-03 4.4336839866e-03
1.7578125000e+01 7.2931622342e-03 3.0701417020e-03 4.2230205322e-03
1.7639160156e+01 6.9063558656e-03 2.9402084988e-03 3.9661473667e-03
1.7700195312e+01 6.5329541179e-03 2.8177752229e-03 3.7151788949e-03
1.7761230469e+01 6.1852727935e-03 2.7038363210e-03 3.4814364725e-03
1.7822265625e+01 5.8177988063e-03 2.5859950923e-03 3.2318037140e-03
1.7883300781e+01 5.5586173717e-03 2.4968469395e-03 3.0617704322e-03
1.7944335938e+01 5.3695865522e-03 2.4332903832e-03 2.9362961690e-03
1.8005371094e+01 5.1489716905e-03 2.3609904662e-03 2.7879812243e-03
1.8066406250e+01 4.9930926680e-03 2.2980223414e-03 2.6950703266e-03
1.8127441406e+01 4.8694326800e-03 2.2473216687e-03 2.6221110113e-03
1.8188476562e+01 4.7929189672e-03 2.2147501009e-03 2.5781688663e-03
1.8249511719e+01 4.7736121892e-03 2.1998531931e-03 2.5737589960e-03
1.8310546875e+01 4.7839809926e-03 2.1910136993e-03 2.5929672933e-03
1.8371582031e+01 4.8532744340e-03 2.1921440162e-03 2.6611304178e-03
1.8432617188e+01 4.9735608727e-03 2.2141078252e-03 2.7594530475e-03
1.8493652344e+01 5.1429972230e-03 2.2366186119e-03 2.9063786111e-03
1.8554687500e+01 5.3965904395e-03 2.2860067245e-03 3.1105837149e-03
1.8615722656e+01 5.6704674003e-03 2.3416613022e-03 3.3288060982e-03
1.8676757812e+01 5.9572192503e-03 2.3945344974e-03 3.5626847529e-03
1.8737792969e+01 6.3154018351e-03 2.4681463815e-03 3.8472554537e-03
1.8798828125e+01 6.6901707409e-03 2.5666379111e-03 4.1235328298e-03
1.8859863281e+01 6.9627268290e-03 2.5906590458e-03 4.3720677832e-03
1.8920898438e+01 7.3463080100e-03 2.6708425345e-03 4.6754654755e-03
1.8981933594e+01 7.7107544548e-03 2.7551398000e-03 4.9556146548e-03
1.9042968750e+01 8.0395568029e-03 2.8252057346e-03 5.2143510682e-03
1.9104003906e+01 8.3676333050e-03 2.8965517485e-03 5.4710815565e-03
1.9165039062e+01 8.8504867466e-03 2.9965124389e-03 5.8539743077e-03
1.9226074219e+01 9.1973663503e-03 3.0543445001e-03 6.1430218502e-03
1.9287109375e+01 9.5903475045e-03 3.1479360796e-03 6.4424114249e-03
1.9348144531e+01 1.0199175541e-02 3.2860952165e-03 6.9130803247e-03
1.9409179688e+01 1.0780125027e-02 3.4158636809e-03 7.3642613465e-03
1.9470214844e+01 1.1188491444e-02 3.5012270517e-03 7.6872643925e-03
1.9531250000e+01 1.1743874424e-02 3.6155175084e-03 8.1283569154e-03
1.9592285156e+01 1.2284644769e-02 3.7363374678e-03 8.5483073014e-03
1.9653320312e+01 1.2642961253e-02 3.8087347237e-03 8.8342265297e-03
1.9714355469e+01 1.2882948947e-02 3.8572336864e-03 9.0257152611e-03
1.9775390625e+01 1.3128842581e-02 3.8908763569e-03 9.2379662240e-03
1.9836425781e+01 1.3353145864e-02 3.9254734774e-03 9.4276723870e-03
1.9897460938e+01 1.3576915080e-02 3.9732038368e-03 9.6037112434e-03
