# freq_THz  G_total_s  G_Ga_s  G_S_s
# Smoothed MD-derived velocity power spectrum. Common normalization: integral(G_total_s) = 3*primitive_atoms.
# Gaussian_sigma_THz=0.1; mass_weighted=True; primitive_atoms=4; total_equals_sum_of_partials=True
1.5380859375e+01 1.4432728792e-02 6.1343427770e-03 8.2983860148e-03
1.5441894531e+01 1.4131024765e-02 6.0229682367e-03 8.1080565288e-03
1.5502929688e+01 1.3810115052e-02 5.9079664477e-03 7.9021486048e-03
1.5563964844e+01 1.3460511162e-02 5.7817891005e-03 7.6787220618e-03
1.5625000000e+01 1.3081139962e-02 5.6419764935e-03 7.4391634683e-03
1.5686035156e+01 1.2680756954e-02 5.4931215164e-03 7.1876354377e-03
1.5747070312e+01 1.2272755016e-02 5.3413907168e-03 6.9313642987e-03
1.5808105469e+01 1.1867968044e-02 5.1888154239e-03 6.6791526206e-03
1.5869140625e+01 1.1468368800e-02 5.0326615467e-03 6.4357072531e-03
1.5930175781e+01 1.1069908744e-02 4.8705841163e-03 6.1993246276e-03
1.5991210938e+01 1.0673503599e-02 4.7058312268e-03 5.9676723725e-03
1.6052246094e+01 1.0288064239e-02 4.5456627049e-03 5.7424015341e-03
1.6113281250e+01 9.9200684993e-03 4.3944543687e-03 5.5256141306e-03
1.6174316406e+01 9.5653369624e-03 4.2497953105e-03 5.3155416519e-03
1.6235351562e+01 9.2143633146e-03 4.1055257652e-03 5.1088375494e-03
1.6296386719e+01 8.8636988396e-03 3.9578847559e-03 4.9058140837e-03
1.6357421875e+01 8.5205042675e-03 3.8091355870e-03 4.7113686805e-03
1.6418457031e+01 8.1961028691e-03 3.6653600673e-03 4.5307428018e-03
1.6479492188e+01 7.8958378439e-03 3.5303229772e-03 4.3655148667e-03
1.6540527344e+01 7.6192561049e-03 3.4039740983e-03 4.2152820066e-03
1.6601562500e+01 7.3715162336e-03 3.2883289025e-03 4.0831873311e-03
1.6662597656e+01 7.1659968538e-03 3.1896061955e-03 3.9763906584e-03
1.6723632812e+01 7.0131939128e-03 3.1123922413e-03 3.9008016715e-03
1.6784667969e+01 6.9160148155e-03 3.0568375838e-03 3.8591772317e-03
1.6845703125e+01 6.8758677807e-03 3.0220272168e-03 3.8538405639e-03
1.6906738281e+01 6.8954759827e-03 3.0075023479e-03 3.8879736348e-03
1.6967773438e+01 6.9756803830e-03 3.0118290534e-03 3.9638513296e-03
1.7028808594e+01 7.1122359327e-03 3.0328120083e-03 4.0794239244e-03
1.7089843750e+01 7.2936694557e-03 3.0688186741e-03 4.2248507816e-03
1.7150878906e+01 7.4980716072e-03 3.1169786242e-03 4.3810929830e-03
1.7211914062e+01 7.6898023829e-03 3.1684176314e-03 4.5213847515e-03
1.7272949219e+01 7.8252701452e-03 3.2081501567e-03 4.6171199885e-03
1.7333984375e+01 7.8716914401e-03 3.2233598202e-03 4.6483316199e-03
1.7395019531e+01 7.8214820975e-03 3.2106244710e-03 4.6108576265e-03
1.7456054688e+01 7.6857471765e-03 3.1731702808e-03 4.5125768957e-03
1.7517089844e+01 7.4775574179e-03 3.1135284798e-03 4.3640289382e-03
1.7578125000e+01 7.2070772636e-03 3.0322455712e-03 4.1748316925e-03
1.7639160156e+01 6.8896475573e-03 2.9326681110e-03 3.9569794462e-03
1.7700195312e+01 6.5493425822e-03 2.8230080119e-03 3.7263345703e-03
1.7761230469e+01 6.2126398236e-03 2.7130473437e-03 3.4995924799e-03
1.7822265625e+01 5.9014483061e-03 2.6105354142e-03 3.2909128920e-03
1.7883300781e+01 5.6287667916e-03 2.5196511004e-03 3.1091156912e-03
1.7944335938e+01 5.3971529080e-03 2.4408453241e-03 2.9563075839e-03
1.8005371094e+01 5.2037212497e-03 2.3726978521e-03 2.8310233976e-03
