# freq_THz  G_total  G_Ga  G_Se
# MD-derived velocity power spectrum. Common normalization: integral(G_total) = 3*primitive_atoms.
# mass_weighted=True; primitive_atoms=4; block_duration_ps=16.38400000; df_THz=0.06103516; total_equals_sum_of_partials=True
8.1542968750e+01 4.9975479937e-08 2.3645082308e-08 2.6330397629e-08
8.1604003906e+01 5.0268070571e-08 2.3764831287e-08 2.6503239284e-08
8.1665039062e+01 4.9555759247e-08 2.3434378632e-08 2.6121380614e-08
8.1726074219e+01 4.9203394242e-08 2.3252944290e-08 2.5950449952e-08
8.1787109375e+01 4.8937986986e-08 2.3109197203e-08 2.5828789783e-08
8.1848144531e+01 4.9094380703e-08 2.3150322905e-08 2.5944057798e-08
8.1909179688e+01 4.8551067360e-08 2.2920778986e-08 2.5630288374e-08
8.1970214844e+01 4.7834535105e-08 2.2655405661e-08 2.5179129444e-08
8.2031250000e+01 4.7529280020e-08 2.2539312607e-08 2.4989967413e-08
8.2092285156e+01 4.7365445996e-08 2.2463160732e-08 2.4902285264e-08
8.2153320312e+01 4.7115086155e-08 2.2316222107e-08 2.4798864048e-08
8.2214355469e+01 4.6865286772e-08 2.2149501948e-08 2.4715784824e-08
8.2275390625e+01 4.6728417230e-08 2.2071451892e-08 2.4656965338e-08
8.2336425781e+01 4.6025021366e-08 2.1793835246e-08 2.4231186120e-08
8.2397460938e+01 4.5629814482e-08 2.1642434003e-08 2.3987380479e-08
8.2458496094e+01 4.5726578578e-08 2.1643049708e-08 2.4083528870e-08
8.2519531250e+01 4.5331287022e-08 2.1439815647e-08 2.3891471374e-08
8.2580566406e+01 4.4935935230e-08 2.1259617503e-08 2.3676317727e-08
8.2641601562e+01 4.4697879388e-08 2.1163766958e-08 2.3534112429e-08
8.2702636719e+01 4.4490746145e-08 2.1090228503e-08 2.3400517642e-08
8.2763671875e+01 4.4195377778e-08 2.0951804513e-08 2.3243573265e-08
8.2824707031e+01 4.3537653386e-08 2.0618702246e-08 2.2918951141e-08
8.2885742188e+01 4.2745083475e-08 2.0237330937e-08 2.2507752538e-08
8.2946777344e+01 4.1964774495e-08 1.9871369796e-08 2.2093404699e-08
8.3007812500e+01 4.1328469449e-08 1.9566333964e-08 2.1762135485e-08
8.3068847656e+01 4.0655871090e-08 1.9271768945e-08 2.1384102145e-08
8.3129882812e+01 3.9852790672e-08 1.8869330084e-08 2.0983460588e-08
8.3190917969e+01 3.9292969479e-08 1.8596364571e-08 2.0696604908e-08
8.3251953125e+01 3.8642959624e-08 1.8304002072e-08 2.0338957552e-08
8.3312988281e+01 3.7851678009e-08 1.7929943950e-08 1.9921734059e-08
8.3374023438e+01 3.7332432355e-08 1.7675679100e-08 1.9656753255e-08
8.3435058594e+01 3.6964123078e-08 1.7481319124e-08 1.9482803954e-08
8.3496093750e+01 3.6578513206e-08 1.7307711785e-08 1.9270801421e-08
8.3557128906e+01 3.5916807627e-08 1.7012361868e-08 1.8904445759e-08
8.3618164062e+01 3.5543456809e-08 1.6835329197e-08 1.8708127612e-08
8.3679199219e+01 3.5021592614e-08 1.6601331492e-08 1.8420261123e-08
8.3740234375e+01 3.4444319277e-08 1.6327743315e-08 1.8116575962e-08
8.3801269531e+01 3.4223469065e-08 1.6237899631e-08 1.7985569434e-08
8.3862304688e+01 3.3751166121e-08 1.6006877458e-08 1.7744288663e-08
8.3923339844e+01 3.3557261926e-08 1.5939371391e-08 1.7617890535e-08
8.3984375000e+01 3.3404184890e-08 1.5879592897e-08 1.7524591993e-08
8.4045410156e+01 3.3025391643e-08 1.5682249722e-08 1.7343141921e-08
8.4106445312e+01 3.2964512800e-08 1.5630557377e-08 1.7333955422e-08
8.4167480469e+01 3.2585560454e-08 1.5445755060e-08 1.7139805395e-08
8.4228515625e+01 3.2455955152e-08 1.5391375760e-08 1.7064579393e-08
8.4289550781e+01 3.2273393839e-08 1.5334564264e-08 1.6938829576e-08
8.4350585938e+01 3.2049352869e-08 1.5238491310e-08 1.6810861559e-08
8.4411621094e+01 3.1565737205e-08 1.4992501903e-08 1.6573235303e-08
8.4472656250e+01 3.1306813078e-08 1.4867019681e-08 1.6439793397e-08
8.4533691406e+01 3.1021692872e-08 1.4721243897e-08 1.6300448975e-08
8.4594726562e+01 3.0678449695e-08 1.4547320648e-08 1.6131129046e-08
8.4655761719e+01 3.0568647078e-08 1.4492166012e-08 1.6076481066e-08
8.4716796875e+01 3.0150384822e-08 1.4292181999e-08 1.5858202823e-08
8.4777832031e+01 2.9808305411e-08 1.4136144965e-08 1.5672160446e-08
8.4838867188e+01 2.9636067912e-08 1.4048043870e-08 1.5588024042e-08
8.4899902344e+01 2.9365167855e-08 1.3905192440e-08 1.5459975414e-08
8.4960937500e+01 2.9126352293e-08 1.3790754404e-08 1.5335597889e-08
8.5021972656e+01 2.8772278514e-08 1.3628862020e-08 1.5143416495e-08
8.5083007812e+01 2.8628206277e-08 1.3548527374e-08 1.5079678902e-08
8.5144042969e+01 2.8324415036e-08 1.3404594568e-08 1.4919820468e-08
8.5205078125e+01 2.8161009675e-08 1.3329086366e-08 1.4831923309e-08
8.5266113281e+01 2.8209654027e-08 1.3360982383e-08 1.4848671644e-08
8.5327148438e+01 2.7797660708e-08 1.3168592065e-08 1.4629068643e-08
8.5388183594e+01 2.7289347378e-08 1.2919775481e-08 1.4369571897e-08
8.5449218750e+01 2.6878004635e-08 1.2720162244e-08 1.4157842391e-08
8.5510253906e+01 2.6457228027e-08 1.2517666879e-08 1.3939561148e-08
8.5571289062e+01 2.6277996428e-08 1.2453264109e-08 1.3824732319e-08
8.5632324219e+01 2.6094354138e-08 1.2384093905e-08 1.3710260232e-08
8.5693359375e+01 2.5838560982e-08 1.2266598769e-08 1.3571962213e-08
8.5754394531e+01 2.5676470014e-08 1.2169780487e-08 1.3506689527e-08
8.5815429688e+01 2.5611379043e-08 1.2133194157e-08 1.3478184886e-08
8.5876464844e+01 2.5433414498e-08 1.2037585921e-08 1.3395828577e-08
8.5937500000e+01 2.5230027718e-08 1.1936399349e-08 1.3293628369e-08
8.5998535156e+01 2.5150222605e-08 1.1899503101e-08 1.3250719504e-08
8.6059570312e+01 2.5074011863e-08 1.1875705425e-08 1.3198306438e-08
8.6120605469e+01 2.4981437330e-08 1.1829386092e-08 1.3152051238e-08
8.6181640625e+01 2.4758920198e-08 1.1722875228e-08 1.3036044970e-08
8.6242675781e+01 2.4530253012e-08 1.1620988418e-08 1.2909264594e-08
8.6303710938e+01 2.4421671614e-08 1.1568788436e-08 1.2852883178e-08
8.6364746094e+01 2.4209713624e-08 1.1467963883e-08 1.2741749741e-08
8.6425781250e+01 2.4012925286e-08 1.1366016788e-08 1.2646908498e-08
8.6486816406e+01 2.3691742120e-08 1.1209376129e-08 1.2482365991e-08
8.6547851562e+01 2.3406181345e-08 1.1085186373e-08 1.2320994971e-08
8.6608886719e+01 2.3392088592e-08 1.1088805620e-08 1.2303282972e-08
8.6669921875e+01 2.3198876654e-08 1.1010697361e-08 1.2188179293e-08
8.6730957031e+01 2.3203215850e-08 1.1013570650e-08 1.2189645200e-08
8.6791992188e+01 2.2947581452e-08 1.0892242530e-08 1.2055338922e-08
8.6853027344e+01 2.2862244166e-08 1.0852196567e-08 1.2010047599e-08
8.6914062500e+01 2.2513913670e-08 1.0688063077e-08 1.1825850593e-08
8.6975097656e+01 2.2223729300e-08 1.0554935554e-08 1.1668793746e-08
8.7036132812e+01 2.2162118147e-08 1.0527646088e-08 1.1634472060e-08
8.7097167969e+01 2.2015017142e-08 1.0447750155e-08 1.1567266987e-08
8.7158203125e+01 2.1733682797e-08 1.0319860494e-08 1.1413822303e-08
8.7219238281e+01 2.1430754575e-08 1.0169101094e-08 1.1261653480e-08
8.7280273438e+01 2.1399876843e-08 1.0159961910e-08 1.1239914933e-08
8.7341308594e+01 2.1009847791e-08 9.9766702601e-09 1.1033177531e-08
8.7402343750e+01 2.0872194082e-08 9.9142746127e-09 1.0957919470e-08
8.7463378906e+01 2.0869850186e-08 9.9201531187e-09 1.0949697068e-08
8.7524414062e+01 2.0811483700e-08 9.8873333218e-09 1.0924150378e-08
8.7585449219e+01 2.0637124006e-08 9.7959522223e-09 1.0841171784e-08
8.7646484375e+01 2.0416433280e-08 9.7102278492e-09 1.0706205431e-08
8.7707519531e+01 2.0297109895e-08 9.6505257656e-09 1.0646584130e-08
8.7768554688e+01 2.0104686638e-08 9.5508826467e-09 1.0553803991e-08
8.7829589844e+01 1.9896874742e-08 9.4514969494e-09 1.0445377792e-08
8.7890625000e+01 1.9746167780e-08 9.3812746865e-09 1.0364893094e-08
8.7951660156e+01 1.9686279148e-08 9.3559110098e-09 1.0330368138e-08
8.8012695312e+01 1.9428979962e-08 9.2308023946e-09 1.0198177567e-08
8.8073730469e+01 1.9202013094e-08 9.1150464946e-09 1.0086966599e-08
8.8134765625e+01 1.8930555712e-08 8.9767534892e-09 9.9538022232e-09
8.8195800781e+01 1.8722028828e-08 8.8876389459e-09 9.8343898825e-09
8.8256835938e+01 1.8845318671e-08 8.9622962049e-09 9.8830224664e-09
8.8317871094e+01 1.8699584109e-08 8.8891803114e-09 9.8104037978e-09
8.8378906250e+01 1.8549760829e-08 8.8094707042e-09 9.7402901249e-09
8.8439941406e+01 1.8626837560e-08 8.8439302357e-09 9.7829073238e-09
8.8500976562e+01 1.8484525324e-08 8.7653438025e-09 9.7191815210e-09
8.8562011719e+01 1.8257346421e-08 8.6603119789e-09 9.5970344422e-09
8.8623046875e+01 1.8130725121e-08 8.6038048977e-09 9.5269202234e-09
8.8684082031e+01 1.8068911694e-08 8.5686588144e-09 9.5002528801e-09
8.8745117188e+01 1.7967995575e-08 8.5251922607e-09 9.4428033145e-09
8.8806152344e+01 1.7784550962e-08 8.4467331875e-09 9.3378177741e-09
8.8867187500e+01 1.7731039464e-08 8.4270597403e-09 9.3039797235e-09
8.8928222656e+01 1.7731304551e-08 8.4296542597e-09 9.3016502916e-09
8.8989257812e+01 1.7549185720e-08 8.3410229476e-09 9.2081627723e-09
8.9050292969e+01 1.7389271854e-08 8.2632186477e-09 9.1260532066e-09
8.9111328125e+01 1.7239253110e-08 8.2029685099e-09 9.0362846004e-09
8.9172363281e+01 1.7131975556e-08 8.1450092246e-09 8.9869663316e-09
8.9233398438e+01 1.7204321206e-08 8.1866410279e-09 9.0176801782e-09
8.9294433594e+01 1.7118800132e-08 8.1517899568e-09 8.9670101750e-09
8.9355468750e+01 1.6813757532e-08 7.9972848535e-09 8.8164726784e-09
8.9416503906e+01 1.6792791332e-08 7.9830773395e-09 8.8097139927e-09
8.9477539062e+01 1.6767274228e-08 7.9765053169e-09 8.7907689107e-09
8.9538574219e+01 1.6637939693e-08 7.9213594199e-09 8.7165802732e-09
8.9599609375e+01 1.6500425689e-08 7.8551895594e-09 8.6452361295e-09
8.9660644531e+01 1.6373123454e-08 7.7839010202e-09 8.5892224335e-09
8.9721679688e+01 1.6125542203e-08 7.6583328024e-09 8.4672094009e-09
8.9782714844e+01 1.6002508746e-08 7.6044279665e-09 8.3980807795e-09
8.9843750000e+01 1.5816227330e-08 7.5132409325e-09 8.3029863972e-09
8.9904785156e+01 1.5713351408e-08 7.4631973725e-09 8.2501540355e-09
8.9965820312e+01 1.5452701294e-08 7.3384981601e-09 8.1142031334e-09
9.0026855469e+01 1.5316747624e-08 7.2702790626e-09 8.0464685613e-09
9.0087890625e+01 1.5249833188e-08 7.2369407564e-09 8.0128924316e-09
9.0148925781e+01 1.5097964915e-08 7.1738452828e-09 7.9241196325e-09
9.0209960938e+01 1.5059925507e-08 7.1542492205e-09 7.9056762862e-09
9.0270996094e+01 1.4829950590e-08 7.0447746462e-09 7.7851759433e-09
9.0332031250e+01 1.4579499999e-08 6.9263236058e-09 7.6531763930e-09
9.0393066406e+01 1.4380640475e-08 6.8464490463e-09 7.5341914288e-09
9.0454101562e+01 1.4352019767e-08 6.8400212393e-09 7.5119985282e-09
9.0515136719e+01 1.4314737160e-08 6.8206038449e-09 7.4941333149e-09
9.0576171875e+01 1.4222610714e-08 6.7895375479e-09 7.4330731660e-09
9.0637207031e+01 1.4079906619e-08 6.7154156172e-09 7.3644910017e-09
9.0698242188e+01 1.3975383314e-08 6.6643397993e-09 7.3110435143e-09
9.0759277344e+01 1.3923652730e-08 6.6414242518e-09 7.2822284784e-09
9.0820312500e+01 1.3831333745e-08 6.5989928643e-09 7.2323408808e-09
9.0881347656e+01 1.3788927914e-08 6.5737737870e-09 7.2151541269e-09
9.0942382812e+01 1.3822172650e-08 6.5979810149e-09 7.2241916348e-09
9.1003417969e+01 1.3682189114e-08 6.5195275073e-09 7.1626616065e-09
9.1064453125e+01 1.3541020117e-08 6.4513014322e-09 7.0897186852e-09
9.1125488281e+01 1.3552838691e-08 6.4587184029e-09 7.0941202882e-09
9.1186523438e+01 1.3420598471e-08 6.4027377895e-09 7.0178606814e-09
9.1247558594e+01 1.3254096230e-08 6.3175507215e-09 6.9365455087e-09
9.1308593750e+01 1.3159044501e-08 6.2672740986e-09 6.8917704023e-09
9.1369628906e+01 1.2973367785e-08 6.1889933334e-09 6.7843744517e-09
9.1430664062e+01 1.2971277107e-08 6.1861924685e-09 6.7850846384e-09
9.1491699219e+01 1.2869901945e-08 6.1337855741e-09 6.7361163713e-09
9.1552734375e+01 1.2892586008e-08 6.1375008711e-09 6.7550851372e-09
9.1613769531e+01 1.2789681618e-08 6.0861476546e-09 6.7035339637e-09
9.1674804688e+01 1.2562488542e-08 5.9755424381e-09 6.5869461038e-09
9.1735839844e+01 1.2578871755e-08 5.9874612808e-09 6.5914104741e-09
9.1796875000e+01 1.2493546060e-08 5.9457109247e-09 6.5478351354e-09
9.1857910156e+01 1.2430811329e-08 5.9046131111e-09 6.5261982183e-09
9.1918945312e+01 1.2361056038e-08 5.8651825051e-09 6.4958735327e-09
9.1979980469e+01 1.2212766614e-08 5.7905381285e-09 6.4222284856e-09
9.2041015625e+01 1.2076855507e-08 5.7329678282e-09 6.3438876785e-09
9.2102050781e+01 1.1952343342e-08 5.6641116480e-09 6.2882316936e-09
9.2163085938e+01 1.1891064852e-08 5.6349287524e-09 6.2561361001e-09
9.2224121094e+01 1.1833040953e-08 5.6116698144e-09 6.2213711383e-09
9.2285156250e+01 1.1734659641e-08 5.5646161241e-09 6.1700435171e-09
9.2346191406e+01 1.1679298571e-08 5.5458337445e-09 6.1334648268e-09
9.2407226562e+01 1.1541174684e-08 5.4823359006e-09 6.0588387835e-09
9.2468261719e+01 1.1426456921e-08 5.4239932692e-09 6.0024636523e-09
9.2529296875e+01 1.1440248314e-08 5.4338134754e-09 6.0064348388e-09
9.2590332031e+01 1.1328499084e-08 5.3834757039e-09 5.9450233800e-09
9.2651367188e+01 1.1293570662e-08 5.3705311442e-09 5.9230395175e-09
9.2712402344e+01 1.1324245425e-08 5.3831786953e-09 5.9410667295e-09
9.2773437500e+01 1.1279165776e-08 5.3557166698e-09 5.9234491058e-09
9.2834472656e+01 1.1301270937e-08 5.3563313149e-09 5.9449396218e-09
9.2895507812e+01 1.1305078798e-08 5.3600275455e-09 5.9450512528e-09
9.2956542969e+01 1.1245530356e-08 5.3395861298e-09 5.9059442259e-09
9.3017578125e+01 1.1219618097e-08 5.3314838120e-09 5.8881342850e-09
9.3078613281e+01 1.1102123719e-08 5.2778608241e-09 5.8242628945e-09
9.3139648438e+01 1.1127157030e-08 5.2948939757e-09 5.8322630545e-09
9.3200683594e+01 1.0960007869e-08 5.2143210392e-09 5.7456868300e-09
9.3261718750e+01 1.0796631661e-08 5.1365354173e-09 5.6600962435e-09
9.3322753906e+01 1.0747099340e-08 5.1102203516e-09 5.6368789888e-09
9.3383789062e+01 1.0613464254e-08 5.0469634522e-09 5.5665008013e-09
9.3444824219e+01 1.0643107737e-08 5.0634997373e-09 5.5796079994e-09
9.3505859375e+01 1.0556919348e-08 5.0194521566e-09 5.5374671915e-09
9.3566894531e+01 1.0459649985e-08 4.9667568548e-09 5.4928931307e-09
9.3627929688e+01 1.0505667583e-08 4.9948632760e-09 5.5108043074e-09
9.3688964844e+01 1.0471461571e-08 4.9835397675e-09 5.4879218035e-09
9.3750000000e+01 1.0422656746e-08 4.9551361221e-09 5.4675206242e-09
9.3811035156e+01 1.0444027926e-08 4.9612427152e-09 5.4827852108e-09
9.3872070312e+01 1.0462367062e-08 4.9690400877e-09 5.4933269740e-09
9.3933105469e+01 1.0319798329e-08 4.8985508757e-09 5.4212474532e-09
9.3994140625e+01 1.0190241878e-08 4.8356804210e-09 5.3545614566e-09
9.4055175781e+01 1.0095492744e-08 4.7973356969e-09 5.2981570469e-09
9.4116210938e+01 1.0141141767e-08 4.8268644174e-09 5.3142773493e-09
9.4177246094e+01 1.0085856923e-08 4.8003226362e-09 5.2855342866e-09
9.4238281250e+01 1.0094756211e-08 4.8067240087e-09 5.2880322023e-09
9.4299316406e+01 1.0053957752e-08 4.7901271612e-09 5.2638305908e-09
9.4360351562e+01 9.9854922106e-09 4.7589315235e-09 5.2265606871e-09
9.4421386719e+01 9.9155612896e-09 4.7252195710e-09 5.1903417185e-09
9.4482421875e+01 9.8312956259e-09 4.6738858389e-09 5.1574097869e-09
9.4543457031e+01 9.7837341620e-09 4.6533238501e-09 5.1304103119e-09
9.4604492188e+01 9.6920802689e-09 4.6134769374e-09 5.0786033314e-09
9.4665527344e+01 9.5529223427e-09 4.5465960745e-09 5.0063262682e-09
9.4726562500e+01 9.4445015567e-09 4.4976672631e-09 4.9468342937e-09
9.4787597656e+01 9.2788836003e-09 4.4182472418e-09 4.8606363585e-09
9.4848632812e+01 9.0463830290e-09 4.3016176652e-09 4.7447653637e-09
9.4909667969e+01 8.9036072757e-09 4.2331570937e-09 4.6704501820e-09
9.4970703125e+01 8.8959541473e-09 4.2340467811e-09 4.6619073661e-09
9.5031738281e+01 8.7210992660e-09 4.1537429477e-09 4.5673563183e-09
9.5092773438e+01 8.5127320369e-09 4.0535997533e-09 4.4591322836e-09
9.5153808594e+01 8.4375082323e-09 4.0187972917e-09 4.4187109406e-09
9.5214843750e+01 8.2984182362e-09 3.9578568002e-09 4.3405614360e-09
9.5275878906e+01 8.1686759591e-09 3.9022853620e-09 4.2663905971e-09
9.5336914062e+01 8.1233965653e-09 3.8770411219e-09 4.2463554434e-09
9.5397949219e+01 8.1083144214e-09 3.8714379484e-09 4.2368764730e-09
9.5458984375e+01 8.0139769475e-09 3.8268280779e-09 4.1871488696e-09
9.5520019531e+01 7.9188873841e-09 3.7800910147e-09 4.1387963694e-09
9.5581054688e+01 7.8767581119e-09 3.7635901584e-09 4.1131679535e-09
9.5642089844e+01 7.8681320283e-09 3.7592403609e-09 4.1088916674e-09
9.5703125000e+01 7.8373697201e-09 3.7493363840e-09 4.0880333362e-09
9.5764160156e+01 7.7415772995e-09 3.7039312020e-09 4.0376460975e-09
9.5825195312e+01 7.6917845145e-09 3.6778405123e-09 4.0139440022e-09
9.5886230469e+01 7.5902413830e-09 3.6255784187e-09 3.9646629643e-09
9.5947265625e+01 7.5600656923e-09 3.6110696708e-09 3.9489960215e-09
9.6008300781e+01 7.5551399168e-09 3.6076738305e-09 3.9474660862e-09
9.6069335938e+01 7.4647690589e-09 3.5612318244e-09 3.9035372344e-09
9.6130371094e+01 7.4460034333e-09 3.5515096665e-09 3.8944937668e-09
9.6191406250e+01 7.4023172936e-09 3.5352282778e-09 3.8670890158e-09
9.6252441406e+01 7.3234236636e-09 3.5001455470e-09 3.8232781166e-09
9.6313476562e+01 7.2940968240e-09 3.4811329757e-09 3.8129638484e-09
9.6374511719e+01 7.3067020338e-09 3.4874460186e-09 3.8192560152e-09
9.6435546875e+01 7.2229175827e-09 3.4506845711e-09 3.7722330117e-09
9.6496582031e+01 7.1491288943e-09 3.4191953083e-09 3.7299335859e-09
9.6557617188e+01 7.0583176135e-09 3.3761548985e-09 3.6821627150e-09
9.6618652344e+01 7.0113244752e-09 3.3568071791e-09 3.6545172961e-09
9.6679687500e+01 6.9787854653e-09 3.3326890128e-09 3.6460964525e-09
9.6740722656e+01 6.8724877437e-09 3.2789157114e-09 3.5935720324e-09
9.6801757812e+01 6.7732707007e-09 3.2339182330e-09 3.5393524677e-09
9.6862792969e+01 6.7359825319e-09 3.2198744108e-09 3.5161081211e-09
9.6923828125e+01 6.7082196079e-09 3.2104850505e-09 3.4977345574e-09
9.6984863281e+01 6.6109069834e-09 3.1609424957e-09 3.4499644877e-09
9.7045898438e+01 6.5443643188e-09 3.1272870057e-09 3.4170773131e-09
9.7106933594e+01 6.4653978481e-09 3.0863491281e-09 3.3790487200e-09
9.7167968750e+01 6.3578092026e-09 3.0375595049e-09 3.3202496977e-09
9.7229003906e+01 6.2924217389e-09 3.0064382019e-09 3.2859835370e-09
9.7290039062e+01 6.2553206560e-09 2.9870884865e-09 3.2682321695e-09
9.7351074219e+01 6.2012368076e-09 2.9593443371e-09 3.2418924704e-09
9.7412109375e+01 6.1773427251e-09 2.9540358511e-09 3.2233068740e-09
9.7473144531e+01 6.1562611946e-09 2.9443283526e-09 3.2119328420e-09
9.7534179688e+01 6.1280697451e-09 2.9268345672e-09 3.2012351779e-09
9.7595214844e+01 6.0415802920e-09 2.8863241149e-09 3.1552561771e-09
9.7656250000e+01 6.0410859945e-09 2.8868639186e-09 3.1542220760e-09
9.7717285156e+01 6.0736449508e-09 2.9011114464e-09 3.1725335043e-09
9.7778320312e+01 6.0134964720e-09 2.8725966565e-09 3.1408998155e-09
9.7839355469e+01 5.9591971957e-09 2.8424073802e-09 3.1167898155e-09
9.7900390625e+01 5.9966470854e-09 2.8626459936e-09 3.1340010917e-09
9.7961425781e+01 5.9630054409e-09 2.8482880040e-09 3.1147174370e-09
9.8022460938e+01 5.9184217384e-09 2.8203188165e-09 3.0981029218e-09
9.8083496094e+01 5.9025424726e-09 2.8143136623e-09 3.0882288103e-09
9.8144531250e+01 5.9249367312e-09 2.8228069173e-09 3.1021298138e-09
9.8205566406e+01 5.8807893315e-09 2.7995653054e-09 3.0812240262e-09
9.8266601562e+01 5.7425693619e-09 2.7365609215e-09 3.0060084405e-09
9.8327636719e+01 5.6634928957e-09 2.6970627563e-09 2.9664301394e-09
9.8388671875e+01 5.5899992671e-09 2.6582615189e-09 2.9317377482e-09
9.8449707031e+01 5.5334675589e-09 2.6269229298e-09 2.9065446290e-09
9.8510742188e+01 5.4536883051e-09 2.5905003727e-09 2.8631879323e-09
9.8571777344e+01 5.4181211576e-09 2.5722738460e-09 2.8458473116e-09
9.8632812500e+01 5.3602571969e-09 2.5439551998e-09 2.8163019971e-09
9.8693847656e+01 5.3596135384e-09 2.5445857263e-09 2.8150278121e-09
9.8754882812e+01 5.3131008543e-09 2.5274472184e-09 2.7856536359e-09
9.8815917969e+01 5.2534215875e-09 2.4998262454e-09 2.7535953422e-09
9.8876953125e+01 5.2206878083e-09 2.4830522941e-09 2.7376355142e-09
9.8937988281e+01 5.2089942336e-09 2.4819911402e-09 2.7270030934e-09
9.8999023438e+01 5.1956694651e-09 2.4780201278e-09 2.7176493373e-09
9.9060058594e+01 5.1517816822e-09 2.4558246087e-09 2.6959570735e-09
9.9121093750e+01 5.1142251501e-09 2.4393221416e-09 2.6749030086e-09
9.9182128906e+01 5.1252640368e-09 2.4459358244e-09 2.6793282123e-09
9.9243164062e+01 5.1054556972e-09 2.4329181591e-09 2.6725375381e-09
9.9304199219e+01 5.0393892393e-09 2.4062453981e-09 2.6331438412e-09
9.9365234375e+01 5.0385865055e-09 2.4079442116e-09 2.6306422939e-09
9.9426269531e+01 5.0462988608e-09 2.4113967004e-09 2.6349021603e-09
9.9487304688e+01 4.9796395346e-09 2.3756490937e-09 2.6039904409e-09
9.9548339844e+01 4.9119962272e-09 2.3413035552e-09 2.5706926720e-09
9.9609375000e+01 4.8622515626e-09 2.3208930166e-09 2.5413585460e-09
9.9670410156e+01 4.8415410302e-09 2.3104954629e-09 2.5310455673e-09
9.9731445312e+01 4.7792283951e-09 2.2784426634e-09 2.5007857317e-09
9.9792480469e+01 4.7468590448e-09 2.2589472474e-09 2.4879117974e-09
9.9853515625e+01 4.7058656349e-09 2.2372298837e-09 2.4686357513e-09
9.9914550781e+01 4.6301978706e-09 2.2045463243e-09 2.4256515462e-09
9.9975585938e+01 4.6030548746e-09 2.1918076066e-09 2.4112472680e-09
1.0003662109e+02 4.5150761696e-09 2.1450012094e-09 2.3700749602e-09
1.0009765625e+02 4.4519012382e-09 2.1128731952e-09 2.3390280430e-09
1.0015869141e+02 4.4078973756e-09 2.0918831595e-09 2.3160142161e-09
1.0021972656e+02 4.3571942826e-09 2.0661714690e-09 2.2910228135e-09
1.0028076172e+02 4.2952111757e-09 2.0403411864e-09 2.2548699893e-09
1.0034179688e+02 4.2773042143e-09 2.0320147217e-09 2.2452894926e-09
1.0040283203e+02 4.2554814022e-09 2.0218276466e-09 2.2336537556e-09
1.0046386719e+02 4.2465077887e-09 2.0180287136e-09 2.2284790751e-09
1.0052490234e+02 4.2015358839e-09 1.9944938134e-09 2.2070420705e-09
1.0058593750e+02 4.1963366747e-09 1.9933557665e-09 2.2029809082e-09
1.0064697266e+02 4.1656214884e-09 1.9788749352e-09 2.1867465533e-09
1.0070800781e+02 4.1586905174e-09 1.9769105248e-09 2.1817799926e-09
1.0076904297e+02 4.1576028852e-09 1.9740985269e-09 2.1835043583e-09
1.0083007812e+02 4.1307342150e-09 1.9631494975e-09 2.1675847175e-09
1.0089111328e+02 4.0821307756e-09 1.9415365626e-09 2.1405942131e-09
1.0095214844e+02 4.0635746306e-09 1.9356034345e-09 2.1279711961e-09
1.0101318359e+02 4.0337806899e-09 1.9236506550e-09 2.1101300349e-09
1.0107421875e+02 3.9893221457e-09 1.9031573088e-09 2.0861648368e-09
1.0113525391e+02 3.9722997976e-09 1.8936256156e-09 2.0786741820e-09
1.0119628906e+02 3.9504348888e-09 1.8821573463e-09 2.0682775425e-09
1.0125732422e+02 3.9222527465e-09 1.8685694620e-09 2.0536832845e-09
1.0131835938e+02 3.8655396569e-09 1.8452061044e-09 2.0203335524e-09
1.0137939453e+02 3.8573229451e-09 1.8450995870e-09 2.0122233581e-09
1.0144042969e+02 3.8476128753e-09 1.8414175131e-09 2.0061953622e-09
1.0150146484e+02 3.8203032518e-09 1.8274559716e-09 1.9928472802e-09
1.0156250000e+02 3.8005254197e-09 1.8157286089e-09 1.9847968108e-09
1.0162353516e+02 3.7584246873e-09 1.7949014803e-09 1.9635232070e-09
1.0168457031e+02 3.7463865341e-09 1.7913745353e-09 1.9550119988e-09
1.0174560547e+02 3.7029092299e-09 1.7708579720e-09 1.9320512579e-09
1.0180664062e+02 3.6608678879e-09 1.7494454222e-09 1.9114224657e-09
1.0186767578e+02 3.6336999956e-09 1.7375311027e-09 1.8961688929e-09
1.0192871094e+02 3.6042607164e-09 1.7234618816e-09 1.8807988348e-09
1.0198974609e+02 3.5793219676e-09 1.7088699963e-09 1.8704519713e-09
1.0205078125e+02 3.5803297510e-09 1.7111723637e-09 1.8691573873e-09
1.0211181641e+02 3.5432968152e-09 1.6926989326e-09 1.8505978826e-09
1.0217285156e+02 3.4749752313e-09 1.6580402092e-09 1.8169350221e-09
1.0223388672e+02 3.4431842722e-09 1.6416197720e-09 1.8015645002e-09
1.0229492188e+02 3.4241500017e-09 1.6309263566e-09 1.7932236452e-09
1.0235595703e+02 3.4021631419e-09 1.6198054417e-09 1.7823577002e-09
1.0241699219e+02 3.3539773319e-09 1.5989306861e-09 1.7550466459e-09
1.0247802734e+02 3.3143149550e-09 1.5785113788e-09 1.7358035762e-09
1.0253906250e+02 3.2570898748e-09 1.5478646132e-09 1.7092252616e-09
1.0260009766e+02 3.2433778702e-09 1.5419717654e-09 1.7014061048e-09
