# freq_THz  G_total_s  G_Ga_s  G_Se_s
# Smoothed MD-derived velocity power spectrum. Common normalization: integral(G_total_s) = 3*primitive_atoms.
# Gaussian_sigma_THz=0.1; mass_weighted=True; primitive_atoms=4; total_equals_sum_of_partials=True
1.0009765625e+01 9.4325221583e-02 5.3883597025e-02 4.0441624557e-02
1.0070800781e+01 8.7910891354e-02 5.0223387651e-02 3.7687503704e-02
1.0131835938e+01 8.2044451660e-02 4.6882517340e-02 3.5161934320e-02
1.0192871094e+01 7.6671986416e-02 4.3825409459e-02 3.2846576958e-02
1.0253906250e+01 7.1796727399e-02 4.1054684858e-02 3.0742042541e-02
1.0314941406e+01 6.7404192934e-02 3.8562983731e-02 2.8841209202e-02
1.0375976562e+01 6.3409830104e-02 3.6301599718e-02 2.7108230386e-02
1.0437011719e+01 5.9688544220e-02 3.4203125179e-02 2.5485419041e-02
1.0498046875e+01 5.6153789855e-02 3.2227365609e-02 2.3926424246e-02
1.0559082031e+01 5.2804929403e-02 3.0379634805e-02 2.2425294599e-02
1.0620117188e+01 4.9705447810e-02 2.8693658379e-02 2.1011789431e-02
1.0681152344e+01 4.6911724954e-02 2.7194550577e-02 1.9717174376e-02
1.0742187500e+01 4.4417498455e-02 2.5872114106e-02 1.8545384349e-02
1.0803222656e+01 4.2169650717e-02 2.4694263223e-02 1.7475387494e-02
1.0864257812e+01 4.0121892420e-02 2.3637509634e-02 1.6484382786e-02
1.0925292969e+01 3.8249932314e-02 2.2688141351e-02 1.5561790963e-02
1.0986328125e+01 3.6523905576e-02 2.1820917360e-02 1.4702988216e-02
1.1047363281e+01 3.4897331188e-02 2.0997054820e-02 1.3900276368e-02
1.1108398438e+01 3.3324776899e-02 2.0182740113e-02 1.3142036786e-02
1.1169433594e+01 3.1774589091e-02 1.9357767168e-02 1.2416821923e-02
1.1230468750e+01 3.0237723969e-02 1.8515290666e-02 1.1722433303e-02
1.1291503906e+01 2.8734187741e-02 1.7665399983e-02 1.1068787758e-02
1.1352539062e+01 2.7289519756e-02 1.6826269918e-02 1.0463249839e-02
1.1413574219e+01 2.5894367268e-02 1.5998123375e-02 9.8962438934e-03
1.1474609375e+01 2.4507107773e-02 1.5158568722e-02 9.3485390509e-03
1.1535644531e+01 2.3108970710e-02 1.4297311745e-02 8.8116589645e-03
1.1596679688e+01 2.1739892520e-02 1.3442535264e-02 8.2973572566e-03
1.1657714844e+01 2.0466603983e-02 1.2640020411e-02 7.8265835713e-03
1.1718750000e+01 1.9326514419e-02 1.1915946955e-02 7.4105674639e-03
1.1779785156e+01 1.8312028950e-02 1.1268149409e-02 7.0438795401e-03
1.1840820312e+01 1.7394821545e-02 1.0681815406e-02 6.7130061391e-03
1.1901855469e+01 1.6550789010e-02 1.0143544433e-02 6.4072445770e-03
1.1962890625e+01 1.5774029247e-02 9.6489696414e-03 6.1250596059e-03
1.2023925781e+01 1.5081489064e-02 9.2060068593e-03 5.8754822051e-03
1.2084960938e+01 1.4498126910e-02 8.8274864100e-03 5.6706405003e-03
1.2145996094e+01 1.4030935651e-02 8.5173749742e-03 5.5135606772e-03
1.2207031250e+01 1.3661435634e-02 8.2667846386e-03 5.3946509959e-03
1.2268066406e+01 1.3364946336e-02 8.0644545086e-03 5.3004918269e-03
1.2329101562e+01 1.3132648903e-02 7.9085054201e-03 5.2241434834e-03
1.2390136719e+01 1.2974086536e-02 7.8068440407e-03 5.1672424949e-03
1.2451171875e+01 1.2898262837e-02 7.7655188203e-03 5.1327440171e-03
1.2512207031e+01 1.2886440423e-02 7.7732045810e-03 5.1132358424e-03
1.2573242188e+01 1.2884038813e-02 7.7966922614e-03 5.0873465518e-03
1.2634277344e+01 1.2829916583e-02 7.7970645958e-03 5.0328519875e-03
1.2695312500e+01 1.2694886596e-02 7.7525138380e-03 4.9423727580e-03
1.2756347656e+01 1.2487088993e-02 7.6645523493e-03 4.8225366433e-03
1.2817382812e+01 1.2231282877e-02 7.5479729823e-03 4.6833098950e-03
1.2878417969e+01 1.1953424534e-02 7.4196055323e-03 4.5338190013e-03
1.2939453125e+01 1.1671439968e-02 7.2893435360e-03 4.3820964320e-03
1.3000488281e+01 1.1387899018e-02 7.1556716963e-03 4.2322273220e-03
1.3061523438e+01 1.1101233464e-02 7.0152770400e-03 4.0859564243e-03
1.3122558594e+01 1.0827071138e-02 6.8774124001e-03 3.9496587376e-03
1.3183593750e+01 1.0591191358e-02 6.7576356315e-03 3.8335557264e-03
1.3244628906e+01 1.0401577088e-02 6.6582756049e-03 3.7433014833e-03
1.3305664062e+01 1.0248783082e-02 6.5694829587e-03 3.6793001231e-03
1.3366699219e+01 1.0131788744e-02 6.4881216573e-03 3.6436670863e-03
1.3427734375e+01 1.0064483019e-02 6.4231359971e-03 3.6413470216e-03
1.3488769531e+01 1.0059698117e-02 6.3849004596e-03 3.6747976571e-03
1.3549804688e+01 1.0115820459e-02 6.3759737379e-03 3.7398467214e-03
1.3610839844e+01 1.0212153879e-02 6.3877286845e-03 3.8244251946e-03
1.3671875000e+01 1.0313908356e-02 6.4024509872e-03 3.9114573687e-03
1.3732910156e+01 1.0389445875e-02 6.4023386136e-03 3.9871072618e-03
1.3793945312e+01 1.0427483610e-02 6.3798184052e-03 4.0476652047e-03
1.3854980469e+01 1.0437935645e-02 6.3403038163e-03 4.0976318290e-03
1.3916015625e+01 1.0436606079e-02 6.2947390048e-03 4.1418670738e-03
1.3977050781e+01 1.0427913488e-02 6.2481049191e-03 4.1798085693e-03
1.4038085938e+01 1.0403156427e-02 6.1963113634e-03 4.2068450631e-03
1.4099121094e+01 1.0355641255e-02 6.1350028433e-03 4.2206384121e-03
