# freq_THz  G_total  G_Ga  G_S
# MD-derived velocity power spectrum. Common normalization: integral(G_total) = 3*primitive_atoms.
# mass_weighted=True; primitive_atoms=4; block_duration_ps=16.38400000; df_THz=0.06103516; total_equals_sum_of_partials=True
1.5930175781e+01 1.0490926445e-02 4.6368076983e-03 5.8541187467e-03
1.5991210938e+01 9.9730913204e-03 4.4245740163e-03 5.5485173042e-03
1.6052246094e+01 9.6236252567e-03 4.2737229805e-03 5.3499022762e-03
1.6113281250e+01 9.2111960571e-03 4.1213209110e-03 5.0898751461e-03
1.6174316406e+01 9.0094789767e-03 4.0429567146e-03 4.9665222621e-03
1.6235351562e+01 8.6603414773e-03 3.9026563140e-03 4.7576851634e-03
1.6296386719e+01 8.3939688068e-03 3.7830820993e-03 4.6108867075e-03
1.6357421875e+01 8.0483402470e-03 3.6277310307e-03 4.4206092163e-03
1.6418457031e+01 7.6902890649e-03 3.4711671014e-03 4.2191219634e-03
1.6479492188e+01 7.4124110846e-03 3.3574512403e-03 4.0549598443e-03
1.6540527344e+01 7.1830186682e-03 3.2609734646e-03 3.9220452036e-03
1.6601562500e+01 6.9760523821e-03 3.1588885640e-03 3.8171638181e-03
1.6662597656e+01 6.8639361096e-03 3.1131337813e-03 3.7508023283e-03
1.6723632812e+01 6.6752597828e-03 3.0163297621e-03 3.6589300207e-03
1.6784667969e+01 6.5287734690e-03 2.9271356522e-03 3.6016378167e-03
1.6845703125e+01 6.5624922466e-03 2.9376323844e-03 3.6248598621e-03
1.6906738281e+01 6.5529756138e-03 2.8965816502e-03 3.6563939636e-03
1.6967773438e+01 6.5888677630e-03 2.8968664342e-03 3.6920013288e-03
1.7028808594e+01 6.7312668588e-03 2.9439006144e-03 3.7873662444e-03
1.7089843750e+01 6.9011993019e-03 2.9701218189e-03 3.9310774830e-03
1.7150878906e+01 7.0259578186e-03 3.0008695750e-03 4.0250882435e-03
1.7211914062e+01 7.1107941745e-03 3.0022491227e-03 4.1085450518e-03
1.7272949219e+01 7.2598042911e-03 3.0547838988e-03 4.2050203923e-03
1.7333984375e+01 7.3733722798e-03 3.0917798489e-03 4.2815924309e-03
1.7395019531e+01 7.3654181109e-03 3.0843579425e-03 4.2810601684e-03
1.7456054688e+01 7.2581320495e-03 3.0594248653e-03 4.1987071842e-03
1.7517089844e+01 7.0438729221e-03 2.9826551287e-03 4.0612177933e-03
1.7578125000e+01 6.8685348709e-03 2.9152978827e-03 3.9532369882e-03
1.7639160156e+01 6.5965265619e-03 2.8146332491e-03 3.7818933127e-03
1.7700195312e+01 6.3021464165e-03 2.7216651518e-03 3.5804812647e-03
1.7761230469e+01 6.0830822903e-03 2.6469115713e-03 3.4361707190e-03
1.7822265625e+01 5.9104369057e-03 2.5821363797e-03 3.3283005260e-03
1.7883300781e+01 5.7662746807e-03 2.5283876993e-03 3.2378869814e-03
1.7944335938e+01 5.6324680892e-03 2.4729041144e-03 3.1595639748e-03
