# freq_THz  G_total  G_In  G_Se
# MD-derived velocity power spectrum. Common normalization: integral(G_total) = 3*primitive_atoms.
# mass_weighted=True; primitive_atoms=4; block_duration_ps=16.38400000; df_THz=0.06103516; total_equals_sum_of_partials=True
2.5769042969e+02 8.7564396319e-14 4.2028625829e-14 4.5535770490e-14
2.5775146484e+02 8.7392121781e-14 4.1990437542e-14 4.5401684239e-14
2.5781250000e+02 8.7266386696e-14 4.1920973675e-14 4.5345413021e-14
2.5787353516e+02 8.7065649706e-14 4.1708972962e-14 4.5356676744e-14
2.5793457031e+02 8.7116369305e-14 4.1809153154e-14 4.5307216151e-14
2.5799560547e+02 8.7352748609e-14 4.1951003034e-14 4.5401745576e-14
2.5805664062e+02 8.7341709847e-14 4.1820546330e-14 4.5521163517e-14
2.5811767578e+02 8.7157087481e-14 4.1841551314e-14 4.5315536167e-14
2.5817871094e+02 8.7164537251e-14 4.1895822363e-14 4.5268714889e-14
2.5823974609e+02 8.7327951301e-14 4.1847257100e-14 4.5480694201e-14
2.5830078125e+02 8.7515423957e-14 4.1927358772e-14 4.5588065185e-14
2.5836181641e+02 8.7545807536e-14 4.1948778671e-14 4.5597028866e-14
2.5842285156e+02 8.7563027155e-14 4.2099341778e-14 4.5463685378e-14
2.5848388672e+02 8.7144867581e-14 4.2187286502e-14 4.4957581079e-14
2.5854492188e+02 8.7158364113e-14 4.1974940555e-14 4.5183423558e-14
2.5860595703e+02 8.7304844263e-14 4.2121977936e-14 4.5182866326e-14
2.5866699219e+02 8.6961820740e-14 4.2015178530e-14 4.4946642210e-14
2.5872802734e+02 8.7455485183e-14 4.2217322284e-14 4.5238162899e-14
2.5878906250e+02 8.7464290568e-14 4.1987790562e-14 4.5476500006e-14
2.5885009766e+02 8.7579749699e-14 4.2106270817e-14 4.5473478882e-14
2.5891113281e+02 8.7930510023e-14 4.2442890079e-14 4.5487619943e-14
2.5897216797e+02 8.7886364606e-14 4.2425632076e-14 4.5460732530e-14
2.5903320312e+02 8.7749209149e-14 4.2317537923e-14 4.5431671226e-14
2.5909423828e+02 8.7936560931e-14 4.2331789351e-14 4.5604771580e-14
2.5915527344e+02 8.7989550613e-14 4.2336091232e-14 4.5653459380e-14
2.5921630859e+02 8.7663800800e-14 4.2236385352e-14 4.5427415449e-14
2.5927734375e+02 8.7727752182e-14 4.2376972680e-14 4.5350779502e-14
2.5933837891e+02 8.7958361481e-14 4.2382887506e-14 4.5575473975e-14
2.5939941406e+02 8.8103984748e-14 4.2331962692e-14 4.5772022057e-14
2.5946044922e+02 8.7614760196e-14 4.2127341046e-14 4.5487419150e-14
2.5952148438e+02 8.7425665782e-14 4.1899247895e-14 4.5526417886e-14
2.5958251953e+02 8.7657842923e-14 4.2032931950e-14 4.5624910972e-14
2.5964355469e+02 8.7232105885e-14 4.1906601032e-14 4.5325504853e-14
2.5970458984e+02 8.7138613514e-14 4.1827431116e-14 4.5311182397e-14
2.5976562500e+02 8.7135521545e-14 4.1766335368e-14 4.5369186177e-14
2.5982666016e+02 8.7239167121e-14 4.1794074202e-14 4.5445092919e-14
2.5988769531e+02 8.7063585442e-14 4.1579860082e-14 4.5483725359e-14
2.5994873047e+02 8.7248689069e-14 4.1852444264e-14 4.5396244805e-14
2.6000976562e+02 8.6916243576e-14 4.1596120693e-14 4.5320122883e-14
2.6007080078e+02 8.6986398188e-14 4.1665343007e-14 4.5321055181e-14
2.6013183594e+02 8.6953747102e-14 4.1730146966e-14 4.5223600135e-14
2.6019287109e+02 8.6672625575e-14 4.1652903088e-14 4.5019722487e-14
2.6025390625e+02 8.6843779019e-14 4.1540121268e-14 4.5303657751e-14
2.6031494141e+02 8.7054702790e-14 4.1621491418e-14 4.5433211372e-14
2.6037597656e+02 8.7197152220e-14 4.1875459324e-14 4.5321692896e-14
2.6043701172e+02 8.6996834671e-14 4.1688411634e-14 4.5308423037e-14
2.6049804688e+02 8.7173161698e-14 4.1907303841e-14 4.5265857857e-14
2.6055908203e+02 8.7178907354e-14 4.1965921222e-14 4.5212986132e-14
2.6062011719e+02 8.7050301001e-14 4.1931884926e-14 4.5118416074e-14
2.6068115234e+02 8.7033381457e-14 4.1894422859e-14 4.5138958598e-14
2.6074218750e+02 8.6854060776e-14 4.1713730852e-14 4.5140329925e-14
2.6080322266e+02 8.6604759735e-14 4.1563492507e-14 4.5041267227e-14
2.6086425781e+02 8.6711183687e-14 4.1747734086e-14 4.4963449600e-14
2.6092529297e+02 8.6820952104e-14 4.1746329021e-14 4.5074623083e-14
2.6098632812e+02 8.6751560184e-14 4.1714235097e-14 4.5037325087e-14
2.6104736328e+02 8.6689464687e-14 4.1976619440e-14 4.4712845247e-14
2.6110839844e+02 8.6490519434e-14 4.1742021292e-14 4.4748498142e-14
2.6116943359e+02 8.6357746956e-14 4.1516559781e-14 4.4841187175e-14
2.6123046875e+02 8.6610507791e-14 4.1575111473e-14 4.5035396318e-14
2.6129150391e+02 8.6533150232e-14 4.1695908322e-14 4.4837241911e-14
2.6135253906e+02 8.6224882236e-14 4.1731916839e-14 4.4492965397e-14
2.6141357422e+02 8.6210363726e-14 4.1622651522e-14 4.4587712204e-14
2.6147460938e+02 8.6012440847e-14 4.1537491017e-14 4.4474949830e-14
2.6153564453e+02 8.6244619013e-14 4.1566807001e-14 4.4677812012e-14
2.6159667969e+02 8.6170051404e-14 4.1722541455e-14 4.4447509950e-14
2.6165771484e+02 8.6135751682e-14 4.1532956363e-14 4.4602795318e-14
2.6171875000e+02 8.6135889723e-14 4.1571031314e-14 4.4564858409e-14
2.6177978516e+02 8.5784964260e-14 4.1484670759e-14 4.4300293502e-14
2.6184082031e+02 8.5561690376e-14 4.1152178148e-14 4.4409512228e-14
2.6190185547e+02 8.5797641193e-14 4.1169581677e-14 4.4628059516e-14
2.6196289062e+02 8.5613376336e-14 4.1100574346e-14 4.4512801991e-14
2.6202392578e+02 8.5223158511e-14 4.0843975768e-14 4.4379182743e-14
2.6208496094e+02 8.5367666037e-14 4.1108856330e-14 4.4258809707e-14
2.6214599609e+02 8.5458067687e-14 4.1016615264e-14 4.4441452423e-14
2.6220703125e+02 8.5055464652e-14 4.0668382686e-14 4.4387081965e-14
2.6226806641e+02 8.5392392826e-14 4.1207572530e-14 4.4184820296e-14
2.6232910156e+02 8.5194470671e-14 4.1100655836e-14 4.4093814835e-14
2.6239013672e+02 8.5106670436e-14 4.1045127736e-14 4.4061542700e-14
2.6245117188e+02 8.4877692547e-14 4.1010775619e-14 4.3866916928e-14
2.6251220703e+02 8.5420896737e-14 4.1204725121e-14 4.4216171615e-14
2.6257324219e+02 8.5964253956e-14 4.1620218554e-14 4.4344035401e-14
2.6263427734e+02 8.5274952334e-14 4.1123595082e-14 4.4151357252e-14
2.6269531250e+02 8.5339483856e-14 4.1276784336e-14 4.4062699521e-14
2.6275634766e+02 8.5517918713e-14 4.1342840445e-14 4.4175078268e-14
2.6281738281e+02 8.5643392406e-14 4.1316420825e-14 4.4326971581e-14
2.6287841797e+02 8.5118549525e-14 4.1223474486e-14 4.3895075039e-14
2.6293945312e+02 8.5022005316e-14 4.1104056513e-14 4.3917948803e-14
2.6300048828e+02 8.4883131883e-14 4.1037357595e-14 4.3845774288e-14
2.6306152344e+02 8.4857704023e-14 4.1256532171e-14 4.3601171852e-14
2.6312255859e+02 8.5158597142e-14 4.1254967735e-14 4.3903629407e-14
2.6318359375e+02 8.5039260628e-14 4.1115372464e-14 4.3923888164e-14
2.6324462891e+02 8.4627748411e-14 4.0869380845e-14 4.3758367566e-14
2.6330566406e+02 8.4602506189e-14 4.0977014340e-14 4.3625491849e-14
2.6336669922e+02 8.4721754048e-14 4.1033259119e-14 4.3688494929e-14
2.6342773438e+02 8.4760802829e-14 4.0921403119e-14 4.3839399709e-14
2.6348876953e+02 8.5078699789e-14 4.1063910931e-14 4.4014788858e-14
2.6354980469e+02 8.5018662613e-14 4.0870108357e-14 4.4148554256e-14
2.6361083984e+02 8.4996716301e-14 4.0805682257e-14 4.4191034044e-14
2.6367187500e+02 8.4829559480e-14 4.0951616243e-14 4.3877943237e-14
2.6373291016e+02 8.4853375649e-14 4.1106583588e-14 4.3746792061e-14
2.6379394531e+02 8.4891350303e-14 4.0929077170e-14 4.3962273133e-14
2.6385498047e+02 8.4540740832e-14 4.0660222507e-14 4.3880518325e-14
2.6391601562e+02 8.4368283278e-14 4.0598928093e-14 4.3769355185e-14
2.6397705078e+02 8.4736840112e-14 4.0982077819e-14 4.3754762293e-14
2.6403808594e+02 8.4464548592e-14 4.0806204137e-14 4.3658344455e-14
2.6409912109e+02 8.4615231465e-14 4.0801723408e-14 4.3813508057e-14
2.6416015625e+02 8.4362322887e-14 4.0664953674e-14 4.3697369213e-14
2.6422119141e+02 8.4353529209e-14 4.0689659770e-14 4.3663869438e-14
2.6428222656e+02 8.4145982875e-14 4.0439239731e-14 4.3706743144e-14
2.6434326172e+02 8.4042867663e-14 4.0453163189e-14 4.3589704474e-14
2.6440429688e+02 8.3878438220e-14 4.0432634322e-14 4.3445803897e-14
2.6446533203e+02 8.3982122907e-14 4.0471754829e-14 4.3510368078e-14
2.6452636719e+02 8.4399969552e-14 4.0665400165e-14 4.3734569387e-14
2.6458740234e+02 8.4518451563e-14 4.0975264824e-14 4.3543186739e-14
2.6464843750e+02 8.4156037014e-14 4.0764968416e-14 4.3391068599e-14
2.6470947266e+02 8.4228361444e-14 4.0847299233e-14 4.3381062211e-14
2.6477050781e+02 8.4166439994e-14 4.0601732639e-14 4.3564707354e-14
2.6483154297e+02 8.4446855823e-14 4.0751067154e-14 4.3695788669e-14
2.6489257812e+02 8.4367465339e-14 4.1037077165e-14 4.3330388174e-14
2.6495361328e+02 8.4092804571e-14 4.0704572700e-14 4.3388231870e-14
2.6501464844e+02 8.4472861509e-14 4.0623362150e-14 4.3849499359e-14
2.6507568359e+02 8.4409537254e-14 4.0704492050e-14 4.3705045204e-14
2.6513671875e+02 8.4601804467e-14 4.0900437678e-14 4.3701366789e-14
2.6519775391e+02 8.4680423572e-14 4.1002674727e-14 4.3677748845e-14
2.6525878906e+02 8.4319013947e-14 4.0832376557e-14 4.3486637390e-14
2.6531982422e+02 8.3740641971e-14 4.0491720156e-14 4.3248921815e-14
2.6538085938e+02 8.3735885040e-14 4.0507871222e-14 4.3228013818e-14
2.6544189453e+02 8.3510765956e-14 4.0507105474e-14 4.3003660482e-14
2.6550292969e+02 8.3460095794e-14 4.0419902539e-14 4.3040193255e-14
2.6556396484e+02 8.3075232820e-14 4.0210490624e-14 4.2864742197e-14
2.6562500000e+02 8.3409777930e-14 4.0347509466e-14 4.3062268464e-14
2.6568603516e+02 8.3371033482e-14 4.0400491205e-14 4.2970542277e-14
2.6574707031e+02 8.3338090657e-14 4.0369792315e-14 4.2968298342e-14
2.6580810547e+02 8.3305527946e-14 4.0270157906e-14 4.3035370040e-14
2.6586914062e+02 8.3431143396e-14 4.0167672894e-14 4.3263470502e-14
2.6593017578e+02 8.3254525449e-14 4.0042535465e-14 4.3211989984e-14
2.6599121094e+02 8.3054430282e-14 4.0064205517e-14 4.2990224765e-14
2.6605224609e+02 8.2825611800e-14 3.9868799623e-14 4.2956812177e-14
2.6611328125e+02 8.2841881146e-14 3.9946405724e-14 4.2895475422e-14
2.6617431641e+02 8.2704205460e-14 4.0089261695e-14 4.2614943765e-14
2.6623535156e+02 8.2657541141e-14 3.9952412172e-14 4.2705128969e-14
2.6629638672e+02 8.2762250435e-14 4.0222937877e-14 4.2539312557e-14
2.6635742188e+02 8.2574460159e-14 4.0118728624e-14 4.2455731535e-14
2.6641845703e+02 8.2542777055e-14 3.9980053097e-14 4.2562723958e-14
2.6647949219e+02 8.2733433309e-14 4.0018788673e-14 4.2714644635e-14
2.6654052734e+02 8.2704642037e-14 3.9955273475e-14 4.2749368562e-14
2.6660156250e+02 8.2424875531e-14 3.9586036508e-14 4.2838839024e-14
2.6666259766e+02 8.2240116711e-14 3.9699924198e-14 4.2540192514e-14
2.6672363281e+02 8.1729857575e-14 3.9602741196e-14 4.2127116379e-14
2.6678466797e+02 8.1853506525e-14 3.9597422852e-14 4.2256083672e-14
2.6684570312e+02 8.1877921763e-14 3.9838845078e-14 4.2039076685e-14
2.6690673828e+02 8.1897414460e-14 3.9801390697e-14 4.2096023763e-14
2.6696777344e+02 8.1980366016e-14 3.9759656830e-14 4.2220709185e-14
2.6702880859e+02 8.1634365890e-14 3.9614247586e-14 4.2020118304e-14
2.6708984375e+02 8.1266723355e-14 3.9447066041e-14 4.1819657314e-14
2.6715087891e+02 8.1874028695e-14 3.9928698458e-14 4.1945330237e-14
2.6721191406e+02 8.1797470692e-14 3.9799980016e-14 4.1997490677e-14
2.6727294922e+02 8.1721209556e-14 3.9874697959e-14 4.1846511597e-14
2.6733398438e+02 8.1745600176e-14 3.9787252156e-14 4.1958348020e-14
2.6739501953e+02 8.1988154515e-14 3.9931877981e-14 4.2056276534e-14
2.6745605469e+02 8.1517020170e-14 3.9680801936e-14 4.1836218233e-14
2.6751708984e+02 8.1283086955e-14 3.9506331870e-14 4.1776755086e-14
2.6757812500e+02 8.0893099162e-14 3.9096125516e-14 4.1796973646e-14
2.6763916016e+02 8.0740786875e-14 3.9183522334e-14 4.1557264541e-14
2.6770019531e+02 8.0758337827e-14 3.9235292091e-14 4.1523045736e-14
2.6776123047e+02 8.0781451794e-14 3.9177648599e-14 4.1603803195e-14
2.6782226562e+02 8.0669055206e-14 3.9175273922e-14 4.1493781284e-14
2.6788330078e+02 8.0284864145e-14 3.8994113537e-14 4.1290750609e-14
2.6794433594e+02 8.0122083271e-14 3.8836923676e-14 4.1285159595e-14
2.6800537109e+02 8.0166083880e-14 3.8881517683e-14 4.1284566198e-14
2.6806640625e+02 7.9876991260e-14 3.8975914560e-14 4.0901076700e-14
2.6812744141e+02 7.9464238828e-14 3.8717347729e-14 4.0746891099e-14
2.6818847656e+02 7.9426524840e-14 3.8679858620e-14 4.0746666220e-14
2.6824951172e+02 7.9787552423e-14 3.9059099735e-14 4.0728452688e-14
2.6831054688e+02 7.9929119926e-14 3.9007364214e-14 4.0921755712e-14
2.6837158203e+02 7.9720604770e-14 3.8702170356e-14 4.1018434414e-14
2.6843261719e+02 7.9293544507e-14 3.8551603613e-14 4.0741940895e-14
2.6849365234e+02 7.9342696471e-14 3.8661424988e-14 4.0681271482e-14
2.6855468750e+02 7.9388684156e-14 3.8699468199e-14 4.0689215957e-14
2.6861572266e+02 7.9368474999e-14 3.8595971883e-14 4.0772503116e-14
2.6867675781e+02 7.9373048712e-14 3.8397948187e-14 4.0975100526e-14
2.6873779297e+02 7.9511824853e-14 3.8418360530e-14 4.1093464324e-14
2.6879882812e+02 7.9647408186e-14 3.8611724043e-14 4.1035684142e-14
2.6885986328e+02 7.9385567853e-14 3.8779052265e-14 4.0606515588e-14
2.6892089844e+02 7.9510672404e-14 3.9002123753e-14 4.0508548651e-14
2.6898193359e+02 7.9306186909e-14 3.8667540920e-14 4.0638645990e-14
2.6904296875e+02 7.9021063830e-14 3.8355599856e-14 4.0665463974e-14
2.6910400391e+02 7.8864216323e-14 3.8464798448e-14 4.0399417875e-14
2.6916503906e+02 7.8388745042e-14 3.8202301544e-14 4.0186443498e-14
2.6922607422e+02 7.8139939304e-14 3.8065092083e-14 4.0074847221e-14
2.6928710938e+02 7.8055027548e-14 3.8129474616e-14 3.9925552932e-14
2.6934814453e+02 7.8343540984e-14 3.8429584424e-14 3.9913956560e-14
2.6940917969e+02 7.8197803802e-14 3.8258142519e-14 3.9939661283e-14
2.6947021484e+02 7.8142559665e-14 3.8231589543e-14 3.9910970122e-14
2.6953125000e+02 7.8047489411e-14 3.8142745119e-14 3.9904744292e-14
2.6959228516e+02 7.7943297696e-14 3.8118923797e-14 3.9824373899e-14
2.6965332031e+02 7.8065836002e-14 3.8144905263e-14 3.9920930739e-14
2.6971435547e+02 7.7850367159e-14 3.8007898515e-14 3.9842468644e-14
2.6977539062e+02 7.7990625542e-14 3.7906662574e-14 4.0083962968e-14
2.6983642578e+02 7.7840441051e-14 3.7909975576e-14 3.9930465475e-14
2.6989746094e+02 7.7661005489e-14 3.7870753585e-14 3.9790251904e-14
2.6995849609e+02 7.7468250141e-14 3.7798268504e-14 3.9669981638e-14
2.7001953125e+02 7.7772186758e-14 3.7896227135e-14 3.9875959623e-14
2.7008056641e+02 7.7910619943e-14 3.8062732841e-14 3.9847887102e-14
2.7014160156e+02 7.7445427314e-14 3.7928325629e-14 3.9517101685e-14
2.7020263672e+02 7.7364292040e-14 3.7866549102e-14 3.9497742938e-14
2.7026367188e+02 7.7244779781e-14 3.7831267004e-14 3.9413512777e-14
2.7032470703e+02 7.7105060290e-14 3.7661469732e-14 3.9443590558e-14
2.7038574219e+02 7.6769276047e-14 3.7444888115e-14 3.9324387932e-14
2.7044677734e+02 7.6604485039e-14 3.7446846519e-14 3.9157638520e-14
2.7050781250e+02 7.6799506256e-14 3.7488835490e-14 3.9310670766e-14
2.7056884766e+02 7.6669675568e-14 3.7548289452e-14 3.9121386116e-14
2.7062988281e+02 7.6612371027e-14 3.7515799720e-14 3.9096571307e-14
2.7069091797e+02 7.6194244748e-14 3.7150521814e-14 3.9043722934e-14
2.7075195312e+02 7.5791124176e-14 3.6863488880e-14 3.8927635296e-14
2.7081298828e+02 7.5920289215e-14 3.6929405399e-14 3.8990883817e-14
2.7087402344e+02 7.5949716348e-14 3.7118193748e-14 3.8831522600e-14
2.7093505859e+02 7.5759518486e-14 3.7089718585e-14 3.8669799901e-14
2.7099609375e+02 7.6074683145e-14 3.7222255786e-14 3.8852427359e-14
2.7105712891e+02 7.6191914149e-14 3.7423996517e-14 3.8767917632e-14
2.7111816406e+02 7.6171423355e-14 3.7221953503e-14 3.8949469852e-14
2.7117919922e+02 7.6237263754e-14 3.7307399543e-14 3.8929864211e-14
2.7124023438e+02 7.6332069950e-14 3.7361816529e-14 3.8970253421e-14
2.7130126953e+02 7.6075428727e-14 3.7174707685e-14 3.8900721042e-14
2.7136230469e+02 7.5703341676e-14 3.7007558072e-14 3.8695783604e-14
2.7142333984e+02 7.6071331227e-14 3.7346006281e-14 3.8725324946e-14
2.7148437500e+02 7.5640176743e-14 3.7155681664e-14 3.8484495079e-14
2.7154541016e+02 7.5405690679e-14 3.6940410995e-14 3.8465279684e-14
2.7160644531e+02 7.5088037120e-14 3.6791511302e-14 3.8296525818e-14
2.7166748047e+02 7.4956572760e-14 3.6750770824e-14 3.8205801936e-14
2.7172851562e+02 7.5001566502e-14 3.6712174043e-14 3.8289392459e-14
2.7178955078e+02 7.4932992031e-14 3.6623424857e-14 3.8309567175e-14
2.7185058594e+02 7.4762591520e-14 3.6755934625e-14 3.8006656895e-14
2.7191162109e+02 7.4685595539e-14 3.6842596288e-14 3.7842999252e-14
2.7197265625e+02 7.4355045069e-14 3.6456304361e-14 3.7898740708e-14
2.7203369141e+02 7.4266860047e-14 3.6387628016e-14 3.7879232031e-14
2.7209472656e+02 7.4594772764e-14 3.6700288699e-14 3.7894484065e-14
2.7215576172e+02 7.4386968588e-14 3.6492764125e-14 3.7894204462e-14
2.7221679688e+02 7.3915074207e-14 3.6194929896e-14 3.7720144312e-14
2.7227783203e+02 7.3806296555e-14 3.6389838921e-14 3.7416457634e-14
2.7233886719e+02 7.4145825978e-14 3.6360801773e-14 3.7785024205e-14
2.7239990234e+02 7.4314139549e-14 3.6361632330e-14 3.7952507219e-14
2.7246093750e+02 7.4277582317e-14 3.6691738789e-14 3.7585843528e-14
2.7252197266e+02 7.4125191331e-14 3.6609096996e-14 3.7516094335e-14
2.7258300781e+02 7.3725970373e-14 3.6331767401e-14 3.7394202972e-14
2.7264404297e+02 7.3551241851e-14 3.6271322748e-14 3.7279919104e-14
2.7270507812e+02 7.3526857633e-14 3.6254808918e-14 3.7272048715e-14
2.7276611328e+02 7.3586895023e-14 3.6261692022e-14 3.7325203001e-14
2.7282714844e+02 7.3154558866e-14 3.6013319483e-14 3.7141239383e-14
2.7288818359e+02 7.2946691873e-14 3.5749410901e-14 3.7197280972e-14
2.7294921875e+02 7.2988519047e-14 3.6004399603e-14 3.6984119444e-14
2.7301025391e+02 7.2922316228e-14 3.5825782025e-14 3.7096534203e-14
2.7307128906e+02 7.2819302905e-14 3.5827044474e-14 3.6992258431e-14
2.7313232422e+02 7.2987474477e-14 3.5835739944e-14 3.7151734533e-14
2.7319335938e+02 7.2629842636e-14 3.5819635332e-14 3.6810207303e-14
2.7325439453e+02 7.2641406302e-14 3.5957020690e-14 3.6684385613e-14
2.7331542969e+02 7.2393369272e-14 3.5618488374e-14 3.6774880897e-14
2.7337646484e+02 7.2601766144e-14 3.5843556074e-14 3.6758210069e-14
2.7343750000e+02 7.2599533736e-14 3.5699237163e-14 3.6900296573e-14
2.7349853516e+02 7.2245101880e-14 3.5424193698e-14 3.6820908181e-14
2.7355957031e+02 7.2025338925e-14 3.5533014133e-14 3.6492324791e-14
2.7362060547e+02 7.2027977321e-14 3.5623846804e-14 3.6404130517e-14
2.7368164062e+02 7.2283557549e-14 3.5671060086e-14 3.6612497463e-14
2.7374267578e+02 7.2193419657e-14 3.5733105712e-14 3.6460313945e-14
2.7380371094e+02 7.1994836798e-14 3.5645795712e-14 3.6349041087e-14
2.7386474609e+02 7.1636405485e-14 3.5434926756e-14 3.6201478728e-14
2.7392578125e+02 7.1832615270e-14 3.5647927805e-14 3.6184687464e-14
2.7398681641e+02 7.1862079519e-14 3.5642594923e-14 3.6219484596e-14
2.7404785156e+02 7.1637062324e-14 3.5497696126e-14 3.6139366198e-14
2.7410888672e+02 7.1284661174e-14 3.5355447160e-14 3.5929214014e-14
2.7416992188e+02 7.1501700196e-14 3.5512646802e-14 3.5989053394e-14
2.7423095703e+02 7.1655938667e-14 3.5494416950e-14 3.6161521717e-14
2.7429199219e+02 7.1346106101e-14 3.5482094948e-14 3.5864011153e-14
2.7435302734e+02 7.0752813308e-14 3.5049689886e-14 3.5703123422e-14
2.7441406250e+02 7.0419468614e-14 3.4773001371e-14 3.5646467243e-14
2.7447509766e+02 7.0542204257e-14 3.4872153653e-14 3.5670050604e-14
2.7453613281e+02 7.0573076181e-14 3.5070222358e-14 3.5502853823e-14
2.7459716797e+02 7.0336166701e-14 3.4995378764e-14 3.5340787937e-14
2.7465820312e+02 7.0464235660e-14 3.5036482383e-14 3.5427753277e-14
2.7471923828e+02 7.0465687606e-14 3.4926568046e-14 3.5539119560e-14
2.7478027344e+02 7.0415511080e-14 3.4899161859e-14 3.5516349221e-14
2.7484130859e+02 7.0562937845e-14 3.5132129387e-14 3.5430808457e-14
2.7490234375e+02 7.0640760587e-14 3.5192396731e-14 3.5448363856e-14
2.7496337891e+02 7.0644369800e-14 3.5151295484e-14 3.5493074316e-14
2.7502441406e+02 7.0531007394e-14 3.4987204356e-14 3.5543803037e-14
2.7508544922e+02 7.0456173752e-14 3.5030030240e-14 3.5426143513e-14
2.7514648438e+02 7.0089502601e-14 3.4844913123e-14 3.5244589477e-14
2.7520751953e+02 7.0179160884e-14 3.4939517417e-14 3.5239643467e-14
2.7526855469e+02 7.0784089876e-14 3.5344705658e-14 3.5439384218e-14
2.7532958984e+02 7.0378770151e-14 3.4854535705e-14 3.5524234446e-14
2.7539062500e+02 6.9802100229e-14 3.4538060026e-14 3.5264040203e-14
2.7545166016e+02 6.9765301278e-14 3.4503681407e-14 3.5261619871e-14
2.7551269531e+02 6.9836538912e-14 3.4738877701e-14 3.5097661211e-14
2.7557373047e+02 6.9618268844e-14 3.4680755267e-14 3.4937513578e-14
2.7563476562e+02 6.9497286960e-14 3.4677354723e-14 3.4819932237e-14
2.7569580078e+02 6.9281470241e-14 3.4494087739e-14 3.4787382502e-14
2.7575683594e+02 6.9159056942e-14 3.4448121426e-14 3.4710935516e-14
2.7581787109e+02 6.9561157009e-14 3.4667921229e-14 3.4893235780e-14
2.7587890625e+02 6.9615726880e-14 3.4645545666e-14 3.4970181214e-14
2.7593994141e+02 6.9807241398e-14 3.4644251433e-14 3.5162989965e-14
2.7600097656e+02 6.9640354021e-14 3.4545604776e-14 3.5094749245e-14
2.7606201172e+02 6.9236377038e-14 3.4504430836e-14 3.4731946202e-14
2.7612304688e+02 6.9440631731e-14 3.4623497567e-14 3.4817134164e-14
2.7618408203e+02 6.9113192346e-14 3.4329850674e-14 3.4783341671e-14
2.7624511719e+02 6.9092384709e-14 3.4384265926e-14 3.4708118783e-14
2.7630615234e+02 6.9343998397e-14 3.4688688019e-14 3.4655310378e-14
2.7636718750e+02 6.9123808480e-14 3.4595583031e-14 3.4528225449e-14
2.7642822266e+02 6.9323914298e-14 3.4536458438e-14 3.4787455860e-14
2.7648925781e+02 6.9112625053e-14 3.4389777366e-14 3.4722847687e-14
2.7655029297e+02 6.8978023349e-14 3.4538578149e-14 3.4439445201e-14
2.7661132812e+02 6.8907189483e-14 3.4409027538e-14 3.4498161945e-14
2.7667236328e+02 6.8917034569e-14 3.4361705911e-14 3.4555328659e-14
2.7673339844e+02 6.8883045065e-14 3.4326870481e-14 3.4556174584e-14
2.7679443359e+02 6.8982874110e-14 3.4431014333e-14 3.4551859777e-14
2.7685546875e+02 6.8737725369e-14 3.4308533729e-14 3.4429191640e-14
2.7691650391e+02 6.8267516905e-14 3.4084661097e-14 3.4182855808e-14
2.7697753906e+02 6.8277138860e-14 3.4025353343e-14 3.4251785517e-14
2.7703857422e+02 6.8372707052e-14 3.4037496316e-14 3.4335210736e-14
2.7709960938e+02 6.8355239373e-14 3.4216359790e-14 3.4138879583e-14
2.7716064453e+02 6.8230036870e-14 3.3982867650e-14 3.4247169220e-14
2.7722167969e+02 6.8338187421e-14 3.4108080263e-14 3.4230107158e-14
2.7728271484e+02 6.8271427549e-14 3.4169719107e-14 3.4101708442e-14
2.7734375000e+02 6.8234749028e-14 3.4109631346e-14 3.4125117681e-14
2.7740478516e+02 6.8182430040e-14 3.4121351291e-14 3.4061078749e-14
2.7746582031e+02 6.7651885530e-14 3.3690870165e-14 3.3961015365e-14
2.7752685547e+02 6.7392880983e-14 3.3670450669e-14 3.3722430314e-14
2.7758789062e+02 6.7563630262e-14 3.3800693657e-14 3.3762936605e-14
2.7764892578e+02 6.7652908500e-14 3.3809339489e-14 3.3843569011e-14
2.7770996094e+02 6.7743138172e-14 3.3906404585e-14 3.3836733586e-14
2.7777099609e+02 6.7640844403e-14 3.3945940591e-14 3.3694903812e-14
2.7783203125e+02 6.7511530638e-14 3.3686452627e-14 3.3825078012e-14
2.7789306641e+02 6.7595382179e-14 3.3877434001e-14 3.3717948178e-14
2.7795410156e+02 6.7352673415e-14 3.3770691337e-14 3.3581982078e-14
2.7801513672e+02 6.7360454265e-14 3.3834623450e-14 3.3525830815e-14
2.7807617188e+02 6.7286969402e-14 3.3794293672e-14 3.3492675731e-14
2.7813720703e+02 6.6938171420e-14 3.3548785071e-14 3.3389386348e-14
2.7819824219e+02 6.6936637408e-14 3.3702532591e-14 3.3234104817e-14
2.7825927734e+02 6.6959528398e-14 3.3645016822e-14 3.3314511576e-14
2.7832031250e+02 6.6942664229e-14 3.3683040386e-14 3.3259623843e-14
2.7838134766e+02 6.6676959021e-14 3.3635638857e-14 3.3041320165e-14
2.7844238281e+02 6.6848940947e-14 3.3618611382e-14 3.3230329565e-14
2.7850341797e+02 6.6979660279e-14 3.3548151904e-14 3.3431508375e-14
2.7856445312e+02 6.6642053802e-14 3.3474698440e-14 3.3167355362e-14
2.7862548828e+02 6.6884445700e-14 3.3327062480e-14 3.3557383221e-14
2.7868652344e+02 6.6761298811e-14 3.3395977101e-14 3.3365321711e-14
2.7874755859e+02 6.6566998965e-14 3.3467493617e-14 3.3099505348e-14
