# freq_THz  G_total  G_In  G_Se
# MD-derived velocity power spectrum. Common normalization: integral(G_total) = 3*primitive_atoms.
# mass_weighted=True; primitive_atoms=4; block_duration_ps=16.38400000; df_THz=0.06103516; total_equals_sum_of_partials=True
1.1358642578e+02 1.3890028510e-10 6.6626046878e-11 7.2274238222e-11
1.1364746094e+02 1.3799020816e-10 6.6147949359e-11 7.1842258801e-11
1.1370849609e+02 1.3720941664e-10 6.5791355505e-11 7.1418061132e-11
1.1376953125e+02 1.3734231322e-10 6.5934985194e-11 7.1407328022e-11
1.1383056641e+02 1.3758442027e-10 6.5976588457e-11 7.1607831815e-11
1.1389160156e+02 1.3955492981e-10 6.6835120354e-11 7.2719809454e-11
1.1395263672e+02 1.4048262908e-10 6.7238970639e-11 7.3243658443e-11
1.1401367188e+02 1.4283464937e-10 6.8275251533e-11 7.4559397841e-11
1.1407470703e+02 1.4447049750e-10 6.8886274402e-11 7.5584223101e-11
1.1413574219e+02 1.4615452697e-10 6.9455971660e-11 7.6698555311e-11
1.1419677734e+02 1.4697760509e-10 6.9569774169e-11 7.7407830921e-11
1.1425781250e+02 1.4779282561e-10 6.9578191855e-11 7.8214633755e-11
1.1431884766e+02 1.4735122907e-10 6.9190675782e-11 7.8160553285e-11
1.1437988281e+02 1.4791963699e-10 6.9201913912e-11 7.8717723080e-11
1.1444091797e+02 1.4792301198e-10 6.8915330453e-11 7.9007681531e-11
1.1450195312e+02 1.4842634293e-10 6.8979030663e-11 7.9447312267e-11
1.1456298828e+02 1.4933152622e-10 6.9244646423e-11 8.0086879801e-11
1.1462402344e+02 1.4978203192e-10 6.9277874041e-11 8.0504157875e-11
1.1468505859e+02 1.5023677866e-10 6.9362411949e-11 8.0874366708e-11
1.1474609375e+02 1.5081172108e-10 6.9435850720e-11 8.1375870359e-11
1.1480712891e+02 1.5052895800e-10 6.9149038894e-11 8.1379919102e-11
1.1486816406e+02 1.4953611266e-10 6.8522353621e-11 8.1013759035e-11
1.1492919922e+02 1.4792848573e-10 6.7633066594e-11 8.0295419139e-11
1.1499023438e+02 1.4565159946e-10 6.6438652950e-11 7.9212946514e-11
1.1505126953e+02 1.4326244326e-10 6.5180006712e-11 7.8082436548e-11
1.1511230469e+02 1.4059224633e-10 6.3812953909e-11 7.6779292423e-11
1.1517333984e+02 1.3856742121e-10 6.2933798363e-11 7.5633622846e-11
1.1523437500e+02 1.3620488833e-10 6.1818741426e-11 7.4386146908e-11
1.1529541016e+02 1.3551307855e-10 6.1494945160e-11 7.4018133386e-11
1.1535644531e+02 1.3421768793e-10 6.0941337962e-11 7.3276349964e-11
1.1541748047e+02 1.3360773404e-10 6.0748798187e-11 7.2858935855e-11
1.1547851562e+02 1.3194229764e-10 6.0097648177e-11 7.1844649464e-11
1.1553955078e+02 1.3066416501e-10 5.9655484082e-11 7.1008680927e-11
1.1560058594e+02 1.2861621920e-10 5.8817677397e-11 6.9798541803e-11
1.1566162109e+02 1.2648862973e-10 5.7940260482e-11 6.8548369250e-11
1.1572265625e+02 1.2354809319e-10 5.6728113126e-11 6.6819980065e-11
1.1578369141e+02 1.2165537792e-10 5.6069194390e-11 6.5586183533e-11
1.1584472656e+02 1.1913439952e-10 5.5050639709e-11 6.4083759814e-11
1.1590576172e+02 1.1825013446e-10 5.4867294468e-11 6.3382839995e-11
1.1596679688e+02 1.1695077798e-10 5.4409629854e-11 6.2541148128e-11
1.1602783203e+02 1.1661570654e-10 5.4528029972e-11 6.2087676564e-11
1.1608886719e+02 1.1684191059e-10 5.4844697277e-11 6.1997213316e-11
1.1614990234e+02 1.1730109936e-10 5.5318083288e-11 6.1983016074e-11
1.1621093750e+02 1.1741420424e-10 5.5553259015e-11 6.1860945226e-11
1.1627197266e+02 1.1805764807e-10 5.6058289140e-11 6.1999358934e-11
1.1633300781e+02 1.1748075620e-10 5.5996269077e-11 6.1484487121e-11
1.1639404297e+02 1.1725804422e-10 5.5948861120e-11 6.1309183105e-11
1.1645507812e+02 1.1710298211e-10 5.5958910045e-11 6.1144072069e-11
1.1651611328e+02 1.1656467712e-10 5.5799732760e-11 6.0764944356e-11
1.1657714844e+02 1.1696782618e-10 5.6065026485e-11 6.0902799698e-11
1.1663818359e+02 1.1764036751e-10 5.6487862879e-11 6.1152504629e-11
1.1669921875e+02 1.1919004344e-10 5.7181602673e-11 6.2008440765e-11
1.1676025391e+02 1.2064937673e-10 5.7826187685e-11 6.2823189041e-11
1.1682128906e+02 1.2237225587e-10 5.8540534023e-11 6.3831721842e-11
1.1688232422e+02 1.2358379800e-10 5.9069582088e-11 6.4514215915e-11
1.1694335938e+02 1.2458523928e-10 5.9451796293e-11 6.5133442987e-11
1.1700439453e+02 1.2481114150e-10 5.9407263055e-11 6.5403878447e-11
1.1706542969e+02 1.2519328357e-10 5.9464996843e-11 6.5728286724e-11
1.1712646484e+02 1.2418634606e-10 5.8939600412e-11 6.5246745644e-11
1.1718750000e+02 1.2414888482e-10 5.8732024907e-11 6.5416859913e-11
1.1724853516e+02 1.2300855484e-10 5.8011904178e-11 6.4996650664e-11
1.1730957031e+02 1.2276558706e-10 5.7710197607e-11 6.5055389457e-11
1.1737060547e+02 1.2189384359e-10 5.7104558774e-11 6.4789284820e-11
1.1743164062e+02 1.2215437134e-10 5.7073060332e-11 6.5081311004e-11
1.1749267578e+02 1.2176157325e-10 5.6774276187e-11 6.4987297062e-11
1.1755371094e+02 1.2202423288e-10 5.6694265330e-11 6.5329967551e-11
1.1761474609e+02 1.2122613673e-10 5.6148870458e-11 6.5077266270e-11
1.1767578125e+02 1.2016323846e-10 5.5504058634e-11 6.4659179821e-11
1.1773681641e+02 1.1818507154e-10 5.4468268217e-11 6.3716803321e-11
1.1779785156e+02 1.1646157421e-10 5.3483855130e-11 6.2977719082e-11
1.1785888672e+02 1.1370580032e-10 5.2057392051e-11 6.1648408265e-11
1.1791992188e+02 1.1185951482e-10 5.1108079981e-11 6.0751434841e-11
1.1798095703e+02 1.0957516079e-10 4.9903678513e-11 5.9671482279e-11
1.1804199219e+02 1.0793704618e-10 4.9083549536e-11 5.8853496645e-11
1.1810302734e+02 1.0686039247e-10 4.8491043360e-11 5.8369349111e-11
1.1816406250e+02 1.0585922208e-10 4.7971235483e-11 5.7887986592e-11
1.1822509766e+02 1.0524664620e-10 4.7674143698e-11 5.7572502506e-11
1.1828613281e+02 1.0468143287e-10 4.7369506721e-11 5.7311926146e-11
1.1834716797e+02 1.0408977871e-10 4.7192027184e-11 5.6897751522e-11
1.1840820312e+02 1.0355444057e-10 4.6907161788e-11 5.6647278785e-11
1.1846923828e+02 1.0250938067e-10 4.6482965137e-11 5.6026415532e-11
1.1853027344e+02 1.0117685167e-10 4.5968143464e-11 5.5208708205e-11
1.1859130859e+02 1.0011938957e-10 4.5558902281e-11 5.4560487292e-11
1.1865234375e+02 9.8699374978e-11 4.4999729011e-11 5.3699645967e-11
1.1871337891e+02 9.8234807057e-11 4.4900571383e-11 5.3334235675e-11
1.1877441406e+02 9.7853251908e-11 4.4807405494e-11 5.3045846414e-11
1.1883544922e+02 9.8365434536e-11 4.5244296613e-11 5.3121137923e-11
1.1889648438e+02 9.8729817361e-11 4.5594468837e-11 5.3135348524e-11
1.1895751953e+02 9.9539599136e-11 4.6159538423e-11 5.3380060713e-11
1.1901855469e+02 9.9615561514e-11 4.6370302467e-11 5.3245259047e-11
1.1907958984e+02 9.9935677514e-11 4.6706476228e-11 5.3229201285e-11
1.1914062500e+02 9.9274174764e-11 4.6579898202e-11 5.2694276563e-11
1.1920166016e+02 9.8964090274e-11 4.6677768343e-11 5.2286321931e-11
1.1926269531e+02 9.7930594365e-11 4.6376561158e-11 5.1554033207e-11
1.1932373047e+02 9.7530350749e-11 4.6382118157e-11 5.1148232592e-11
1.1938476562e+02 9.6448701924e-11 4.6040335954e-11 5.0408365970e-11
1.1944580078e+02 9.6250321735e-11 4.6097182531e-11 5.0153139204e-11
1.1950683594e+02 9.6214664352e-11 4.6153678919e-11 5.0060985433e-11
1.1956787109e+02 9.6518724725e-11 4.6355757033e-11 5.0162967692e-11
1.1962890625e+02 9.7199680765e-11 4.6725609280e-11 5.0474071485e-11
1.1968994141e+02 9.7818467400e-11 4.7018670691e-11 5.0799796710e-11
1.1975097656e+02 9.7658374229e-11 4.6945002576e-11 5.0713371653e-11
1.1981201172e+02 9.7458391951e-11 4.6856487618e-11 5.0601904333e-11
1.1987304688e+02 9.6361302953e-11 4.6274368539e-11 5.0086934414e-11
1.1993408203e+02 9.5051121819e-11 4.5541345924e-11 4.9509775895e-11
1.1999511719e+02 9.3441290223e-11 4.4677079023e-11 4.8764211200e-11
1.2005615234e+02 9.1638691324e-11 4.3763622226e-11 4.7875069097e-11
1.2011718750e+02 9.0369574934e-11 4.3012404399e-11 4.7357170534e-11
1.2017822266e+02 8.9031940451e-11 4.2221720957e-11 4.6810219494e-11
1.2023925781e+02 8.8328785917e-11 4.1767268868e-11 4.6561517050e-11
1.2030029297e+02 8.7660664883e-11 4.1260826116e-11 4.6399838768e-11
1.2036132812e+02 8.7147140345e-11 4.0822988566e-11 4.6324151779e-11
1.2042236328e+02 8.6448052721e-11 4.0277696833e-11 4.6170355888e-11
1.2048339844e+02 8.5910851271e-11 3.9862137959e-11 4.6048713312e-11
1.2054443359e+02 8.4358719527e-11 3.8994796130e-11 4.5363923397e-11
1.2060546875e+02 8.2994617556e-11 3.8219853147e-11 4.4774764409e-11
1.2066650391e+02 8.0874621748e-11 3.7103005834e-11 4.3771615915e-11
1.2072753906e+02 7.9168148725e-11 3.6157762970e-11 4.3010385755e-11
1.2078857422e+02 7.7071239075e-11 3.5071092416e-11 4.2000146659e-11
1.2084960938e+02 7.5742636194e-11 3.4376168610e-11 4.1366467584e-11
1.2091064453e+02 7.4560944072e-11 3.3763890013e-11 4.0797054059e-11
1.2097167969e+02 7.4209332357e-11 3.3553160343e-11 4.0656172015e-11
1.2103271484e+02 7.3839931231e-11 3.3300048071e-11 4.0539883160e-11
1.2109375000e+02 7.4157594284e-11 3.3423293093e-11 4.0734301191e-11
1.2115478516e+02 7.3831865487e-11 3.3265481679e-11 4.0566383808e-11
1.2121582031e+02 7.3903111819e-11 3.3301374431e-11 4.0601737388e-11
1.2127685547e+02 7.3400931555e-11 3.3091643311e-11 4.0309288244e-11
1.2133789062e+02 7.3003907171e-11 3.2948421833e-11 4.0055485338e-11
1.2139892578e+02 7.2133481310e-11 3.2620087743e-11 3.9513393566e-11
1.2145996094e+02 7.1480344981e-11 3.2412760043e-11 3.9067584938e-11
1.2152099609e+02 7.0947003336e-11 3.2276676948e-11 3.8670326388e-11
1.2158203125e+02 7.0868525042e-11 3.2354327720e-11 3.8514197322e-11
1.2164306641e+02 7.1077127195e-11 3.2595603619e-11 3.8481523576e-11
1.2170410156e+02 7.1747153797e-11 3.3028806576e-11 3.8718347222e-11
1.2176513672e+02 7.2379494391e-11 3.3484433993e-11 3.8895060398e-11
1.2182617188e+02 7.3292624910e-11 3.4048417693e-11 3.9244207216e-11
1.2188720703e+02 7.3853985580e-11 3.4455082035e-11 3.9398903545e-11
1.2194824219e+02 7.4217777639e-11 3.4738743196e-11 3.9479034442e-11
1.2200927734e+02 7.4097377561e-11 3.4821295971e-11 3.9276081590e-11
1.2207031250e+02 7.3512073159e-11 3.4638745532e-11 3.8873327627e-11
1.2213134766e+02 7.3011222998e-11 3.4494926895e-11 3.8516296103e-11
1.2219238281e+02 7.2309482725e-11 3.4253014013e-11 3.8056468712e-11
1.2225341797e+02 7.1946533673e-11 3.4141331377e-11 3.7805202297e-11
1.2231445312e+02 7.1533920315e-11 3.4014886876e-11 3.7519033439e-11
1.2237548828e+02 7.1602176603e-11 3.4134795523e-11 3.7467381080e-11
1.2243652344e+02 7.1722731017e-11 3.4225582891e-11 3.7497148126e-11
1.2249755859e+02 7.1946799032e-11 3.4368386861e-11 3.7578412171e-11
1.2255859375e+02 7.1897681975e-11 3.4379623257e-11 3.7518058718e-11
1.2261962891e+02 7.1761801760e-11 3.4354903921e-11 3.7406897839e-11
1.2268066406e+02 7.1024141019e-11 3.4025257356e-11 3.6998883663e-11
1.2274169922e+02 7.0092051040e-11 3.3585465280e-11 3.6506585759e-11
1.2280273438e+02 6.8600030730e-11 3.2882860656e-11 3.5717170073e-11
1.2286376953e+02 6.7143964381e-11 3.2172278891e-11 3.4971685490e-11
1.2292480469e+02 6.5476433337e-11 3.1335372399e-11 3.4141060938e-11
1.2298583984e+02 6.4245096729e-11 3.0690340909e-11 3.3554755820e-11
1.2304687500e+02 6.3019912643e-11 3.0045738382e-11 3.2974174261e-11
1.2310791016e+02 6.2129691080e-11 2.9542235700e-11 3.2587455381e-11
1.2316894531e+02 6.1387896358e-11 2.9113804737e-11 3.2274091621e-11
1.2322998047e+02 6.0785008834e-11 2.8749154160e-11 3.2035854675e-11
1.2329101562e+02 5.9917363421e-11 2.8237445943e-11 3.1679917478e-11
1.2335205078e+02 5.9228373833e-11 2.7785215973e-11 3.1443157860e-11
1.2341308594e+02 5.8045998359e-11 2.7151508454e-11 3.0894489905e-11
1.2347412109e+02 5.6839313523e-11 2.6490933313e-11 3.0348380210e-11
1.2353515625e+02 5.5610139127e-11 2.5802630734e-11 2.9807508393e-11
1.2359619141e+02 5.4143710145e-11 2.5016674183e-11 2.9127035961e-11
1.2365722656e+02 5.3073246378e-11 2.4412262563e-11 2.8660983815e-11
1.2371826172e+02 5.2174906324e-11 2.3928865884e-11 2.8246040440e-11
1.2377929688e+02 5.1553843804e-11 2.3580557583e-11 2.7973286221e-11
1.2384033203e+02 5.1456864859e-11 2.3442092914e-11 2.8014771945e-11
1.2390136719e+02 5.1538948580e-11 2.3417643451e-11 2.8121305129e-11
1.2396240234e+02 5.1765815842e-11 2.3478172836e-11 2.8287643006e-11
1.2402343750e+02 5.2084194256e-11 2.3582132889e-11 2.8502061367e-11
1.2408447266e+02 5.2172073585e-11 2.3593524095e-11 2.8578549490e-11
1.2414550781e+02 5.2340933410e-11 2.3626177282e-11 2.8714756128e-11
1.2420654297e+02 5.2110400254e-11 2.3501513591e-11 2.8608886663e-11
1.2426757812e+02 5.2163603419e-11 2.3538281835e-11 2.8625321584e-11
1.2432861328e+02 5.1871631549e-11 2.3418829987e-11 2.8452801562e-11
1.2438964844e+02 5.1852626030e-11 2.3415463474e-11 2.8437162556e-11
1.2445068359e+02 5.1974257478e-11 2.3506542834e-11 2.8467714644e-11
1.2451171875e+02 5.2341007506e-11 2.3725691356e-11 2.8615316150e-11
1.2457275391e+02 5.2866345662e-11 2.4043525838e-11 2.8822819824e-11
1.2463378906e+02 5.3674764810e-11 2.4502127152e-11 2.9172637658e-11
1.2469482422e+02 5.4174918352e-11 2.4835976938e-11 2.9338941415e-11
1.2475585938e+02 5.4982256554e-11 2.5274099559e-11 2.9708156995e-11
1.2481689453e+02 5.5280590996e-11 2.5503217235e-11 2.9777373762e-11
1.2487792969e+02 5.5484137279e-11 2.5679604457e-11 2.9804532821e-11
1.2493896484e+02 5.5361030293e-11 2.5691683915e-11 2.9669346378e-11
1.2500000000e+02 5.5065926186e-11 2.5633746883e-11 2.9432179303e-11
1.2506103516e+02 5.4508474384e-11 2.5463686546e-11 2.9044787838e-11
1.2512207031e+02 5.3989389510e-11 2.5315604836e-11 2.8673784674e-11
1.2518310547e+02 5.3306043294e-11 2.5105170344e-11 2.8200872950e-11
1.2524414062e+02 5.3011283234e-11 2.5032295739e-11 2.7978987495e-11
1.2530517578e+02 5.2493955072e-11 2.4877062537e-11 2.7616892535e-11
1.2536621094e+02 5.2219456776e-11 2.4823908293e-11 2.7395548483e-11
1.2542724609e+02 5.1806836398e-11 2.4732746069e-11 2.7074090328e-11
1.2548828125e+02 5.1299478010e-11 2.4551736663e-11 2.6747741347e-11
1.2554931641e+02 5.0644369244e-11 2.4310807557e-11 2.6333561686e-11
1.2561035156e+02 4.9855317572e-11 2.3953872868e-11 2.5901444703e-11
1.2567138672e+02 4.8741655763e-11 2.3454486425e-11 2.5287169338e-11
1.2573242188e+02 4.7662668403e-11 2.2961803791e-11 2.4700864612e-11
1.2579345703e+02 4.6472860628e-11 2.2393557047e-11 2.4079303581e-11
1.2585449219e+02 4.5481100678e-11 2.1889321779e-11 2.3591778899e-11
1.2591552734e+02 4.4587574526e-11 2.1439999826e-11 2.3147574700e-11
1.2597656250e+02 4.3909858155e-11 2.1095942375e-11 2.2813915779e-11
1.2603759766e+02 4.3452591118e-11 2.0853019936e-11 2.2599571182e-11
1.2609863281e+02 4.3152135287e-11 2.0646906356e-11 2.2505228931e-11
1.2615966797e+02 4.3030920149e-11 2.0539486137e-11 2.2491434012e-11
1.2622070312e+02 4.2756127142e-11 2.0313740614e-11 2.2442386528e-11
1.2628173828e+02 4.2515424685e-11 2.0122646082e-11 2.2392778602e-11
1.2634277344e+02 4.2084688736e-11 1.9817453497e-11 2.2267235239e-11
1.2640380859e+02 4.1544076212e-11 1.9470262553e-11 2.2073813659e-11
1.2646484375e+02 4.1046470432e-11 1.9115195473e-11 2.1931274959e-11
1.2652587891e+02 4.0542877690e-11 1.8793451543e-11 2.1749426147e-11
1.2658691406e+02 3.9997757153e-11 1.8448279477e-11 2.1549477677e-11
1.2664794922e+02 3.9843172183e-11 1.8274015765e-11 2.1569156418e-11
1.2670898438e+02 3.9714627416e-11 1.8143871703e-11 2.1570755713e-11
1.2677001953e+02 3.9882119355e-11 1.8159046375e-11 2.1723072981e-11
1.2683105469e+02 4.0040418183e-11 1.8163113128e-11 2.1877305055e-11
1.2689208984e+02 4.0326288888e-11 1.8264995345e-11 2.2061293543e-11
1.2695312500e+02 4.0409195099e-11 1.8268994264e-11 2.2140200835e-11
1.2701416016e+02 4.0531602543e-11 1.8298309467e-11 2.2233293076e-11
1.2707519531e+02 4.0324034384e-11 1.8179594546e-11 2.2144439837e-11
1.2713623047e+02 4.0043711070e-11 1.8038973165e-11 2.2004737905e-11
1.2719726562e+02 3.9605698581e-11 1.7833243084e-11 2.1772455497e-11
1.2725830078e+02 3.9268533632e-11 1.7671819541e-11 2.1596714091e-11
1.2731933594e+02 3.8903085568e-11 1.7509533317e-11 2.1393552251e-11
1.2738037109e+02 3.8730753026e-11 1.7459871470e-11 2.1270881555e-11
1.2744140625e+02 3.8617562190e-11 1.7429470654e-11 2.1188091536e-11
1.2750244141e+02 3.8672502545e-11 1.7486833222e-11 2.1185669322e-11
1.2756347656e+02 3.8761039661e-11 1.7572607742e-11 2.1188431919e-11
1.2762451172e+02 3.8772368340e-11 1.7623360309e-11 2.1149008032e-11
1.2768554688e+02 3.8645423062e-11 1.7620409824e-11 2.1025013238e-11
1.2774658203e+02 3.8346573022e-11 1.7548509981e-11 2.0798063041e-11
1.2780761719e+02 3.7873751239e-11 1.7387619420e-11 2.0486131819e-11
1.2786865234e+02 3.7338127873e-11 1.7185923875e-11 2.0152203998e-11
1.2792968750e+02 3.6633731234e-11 1.6924612149e-11 1.9709119085e-11
1.2799072266e+02 3.5962356393e-11 1.6685513807e-11 1.9276842586e-11
1.2805175781e+02 3.5534637563e-11 1.6537956313e-11 1.8996681250e-11
1.2811279297e+02 3.5118177801e-11 1.6402043151e-11 1.8716134650e-11
1.2817382812e+02 3.5012558815e-11 1.6420290310e-11 1.8592268504e-11
1.2823486328e+02 3.4913088484e-11 1.6427478472e-11 1.8485610012e-11
1.2829589844e+02 3.4969445407e-11 1.6514248886e-11 1.8455196522e-11
1.2835693359e+02 3.4964866573e-11 1.6571131581e-11 1.8393734992e-11
1.2841796875e+02 3.5045657825e-11 1.6657508885e-11 1.8388148939e-11
1.2847900391e+02 3.4864438187e-11 1.6609861224e-11 1.8254576963e-11
1.2854003906e+02 3.4724862746e-11 1.6582085011e-11 1.8142777734e-11
1.2860107422e+02 3.4383755795e-11 1.6462317793e-11 1.7921438002e-11
1.2866210938e+02 3.4085881397e-11 1.6340757378e-11 1.7745124019e-11
1.2872314453e+02 3.3715370016e-11 1.6187038574e-11 1.7528331442e-11
1.2878417969e+02 3.3654320693e-11 1.6175586293e-11 1.7478734399e-11
1.2884521484e+02 3.3519568247e-11 1.6140007835e-11 1.7379560412e-11
1.2890625000e+02 3.3701594143e-11 1.6236675956e-11 1.7464918187e-11
1.2896728516e+02 3.3822416314e-11 1.6276542053e-11 1.7545874261e-11
1.2902832031e+02 3.4073899481e-11 1.6382476005e-11 1.7691423476e-11
1.2908935547e+02 3.4169523591e-11 1.6421266600e-11 1.7748256991e-11
1.2915039062e+02 3.4268152280e-11 1.6430720574e-11 1.7837431705e-11
1.2921142578e+02 3.4183712607e-11 1.6346069724e-11 1.7837642883e-11
1.2927246094e+02 3.4019892867e-11 1.6218358747e-11 1.7801534120e-11
1.2933349609e+02 3.3687298281e-11 1.6005485312e-11 1.7681812969e-11
1.2939453125e+02 3.3329108868e-11 1.5767498316e-11 1.7561610552e-11
1.2945556641e+02 3.2975115742e-11 1.5545245539e-11 1.7429870203e-11
1.2951660156e+02 3.2708119645e-11 1.5337728351e-11 1.7370391294e-11
1.2957763672e+02 3.2477426964e-11 1.5147125859e-11 1.7330301105e-11
1.2963867188e+02 3.2296350879e-11 1.5002846984e-11 1.7293503894e-11
1.2969970703e+02 3.2130058284e-11 1.4867981920e-11 1.7262076364e-11
1.2976074219e+02 3.1915273583e-11 1.4683739649e-11 1.7231533934e-11
1.2982177734e+02 3.1689369750e-11 1.4517403999e-11 1.7171965751e-11
1.2988281250e+02 3.1320296957e-11 1.4294928106e-11 1.7025368850e-11
1.2994384766e+02 3.0873997708e-11 1.4041701065e-11 1.6832296644e-11
1.3000488281e+02 3.0271174815e-11 1.3703358377e-11 1.6567816438e-11
1.3006591797e+02 2.9686937229e-11 1.3392114345e-11 1.6294822884e-11
1.3012695312e+02 2.9020487290e-11 1.3046026246e-11 1.5974461044e-11
1.3018798828e+02 2.8591645276e-11 1.2810524214e-11 1.5781121061e-11
1.3024902344e+02 2.8078977965e-11 1.2560495908e-11 1.5518482058e-11
1.3031005859e+02 2.7908387115e-11 1.2482916441e-11 1.5425470674e-11
1.3037109375e+02 2.7713213539e-11 1.2374068678e-11 1.5339144861e-11
1.3043212891e+02 2.7708740506e-11 1.2384471807e-11 1.5324268699e-11
1.3049316406e+02 2.7692287673e-11 1.2404407353e-11 1.5287880320e-11
1.3055419922e+02 2.7729023600e-11 1.2441625115e-11 1.5287398485e-11
1.3061523438e+02 2.7601716676e-11 1.2409979612e-11 1.5191737064e-11
1.3067626953e+02 2.7533544101e-11 1.2416093120e-11 1.5117450981e-11
1.3073730469e+02 2.7298766567e-11 1.2347046353e-11 1.4951720215e-11
1.3079833984e+02 2.7183614385e-11 1.2346215464e-11 1.4837398921e-11
1.3085937500e+02 2.6953914202e-11 1.2289986240e-11 1.4663927963e-11
1.3092041016e+02 2.6953226728e-11 1.2349109012e-11 1.4604117716e-11
1.3098144531e+02 2.6963825526e-11 1.2415058956e-11 1.4548766569e-11
1.3104248047e+02 2.7135273168e-11 1.2547495073e-11 1.4587778095e-11
1.3110351562e+02 2.7415259888e-11 1.2746834296e-11 1.4668425592e-11
1.3116455078e+02 2.7754330958e-11 1.2963484871e-11 1.4790846087e-11
1.3122558594e+02 2.8047352196e-11 1.3157471379e-11 1.4889880817e-11
1.3128662109e+02 2.8326587595e-11 1.3347489572e-11 1.4979098023e-11
1.3134765625e+02 2.8501223025e-11 1.3497137142e-11 1.5004085883e-11
1.3140869141e+02 2.8531433172e-11 1.3567389864e-11 1.4964043308e-11
1.3146972656e+02 2.8499190564e-11 1.3597199575e-11 1.4901990988e-11
1.3153076172e+02 2.8383371010e-11 1.3588496495e-11 1.4794874515e-11
1.3159179688e+02 2.8339850009e-11 1.3599081919e-11 1.4740768090e-11
1.3165283203e+02 2.8232339618e-11 1.3573927727e-11 1.4658411892e-11
1.3171386719e+02 2.8302395290e-11 1.3624313809e-11 1.4678081481e-11
1.3177490234e+02 2.8343622919e-11 1.3654161719e-11 1.4689461201e-11
1.3183593750e+02 2.8522745875e-11 1.3752952627e-11 1.4769793248e-11
1.3189697266e+02 2.8617201280e-11 1.3788708215e-11 1.4828493065e-11
1.3195800781e+02 2.8744736411e-11 1.3836700180e-11 1.4908036231e-11
1.3201904297e+02 2.8668239353e-11 1.3768563908e-11 1.4899675445e-11
1.3208007812e+02 2.8585226342e-11 1.3700168583e-11 1.4885057759e-11
1.3214111328e+02 2.8284139129e-11 1.3522357697e-11 1.4761781432e-11
1.3220214844e+02 2.8041918282e-11 1.3377163031e-11 1.4664755251e-11
1.3226318359e+02 2.7576313907e-11 1.3124659590e-11 1.4451654317e-11
1.3232421875e+02 2.7242856191e-11 1.2912964513e-11 1.4329891679e-11
1.3238525391e+02 2.6807344198e-11 1.2664281909e-11 1.4143062289e-11
1.3244628906e+02 2.6551745103e-11 1.2497265461e-11 1.4054479642e-11
1.3250732422e+02 2.6253549055e-11 1.2308887489e-11 1.3944661566e-11
1.3256835938e+02 2.6050147144e-11 1.2164075682e-11 1.3886071462e-11
1.3262939453e+02 2.5859101684e-11 1.2029562707e-11 1.3829538977e-11
1.3269042969e+02 2.5685335094e-11 1.1889802689e-11 1.3795532405e-11
1.3275146484e+02 2.5389798239e-11 1.1699389010e-11 1.3690409230e-11
1.3281250000e+02 2.5107165969e-11 1.1512531062e-11 1.3594634907e-11
1.3287353516e+02 2.4674813176e-11 1.1264134648e-11 1.3410678528e-11
1.3293457031e+02 2.4325584885e-11 1.1044619899e-11 1.3280964986e-11
1.3299560547e+02 2.3937551484e-11 1.0832391761e-11 1.3105159723e-11
1.3305664062e+02 2.3640924118e-11 1.0663697494e-11 1.2977226624e-11
1.3311767578e+02 2.3405925552e-11 1.0523424207e-11 1.2882501345e-11
1.3317871094e+02 2.3241252185e-11 1.0420013024e-11 1.2821239161e-11
1.3323974609e+02 2.3228304970e-11 1.0420032043e-11 1.2808272927e-11
1.3330078125e+02 2.3232773939e-11 1.0410284319e-11 1.2822489621e-11
1.3336181641e+02 2.3289651426e-11 1.0437138280e-11 1.2852513146e-11
1.3342285156e+02 2.3347020798e-11 1.0464692123e-11 1.2882328676e-11
1.3348388672e+02 2.3416011017e-11 1.0499479468e-11 1.2916531550e-11
1.3354492188e+02 2.3402262255e-11 1.0499999893e-11 1.2902262363e-11
1.3360595703e+02 2.3389531831e-11 1.0514406758e-11 1.2875125074e-11
1.3366699219e+02 2.3317888280e-11 1.0505534241e-11 1.2812354039e-11
1.3372802734e+02 2.3347031576e-11 1.0546850045e-11 1.2800181531e-11
1.3378906250e+02 2.3334821916e-11 1.0556027519e-11 1.2778794397e-11
1.3385009766e+02 2.3498775554e-11 1.0676035258e-11 1.2822740296e-11
1.3391113281e+02 2.3661595877e-11 1.0801203992e-11 1.2860391885e-11
1.3397216797e+02 2.3925405329e-11 1.0966479764e-11 1.2958925565e-11
1.3403320312e+02 2.4143515766e-11 1.1103563319e-11 1.3039952447e-11
1.3409423828e+02 2.4412174208e-11 1.1286225927e-11 1.3125948281e-11
1.3415527344e+02 2.4568685274e-11 1.1408699000e-11 1.3159986273e-11
1.3421630859e+02 2.4684966806e-11 1.1512809804e-11 1.3172157003e-11
1.3427734375e+02 2.4648998294e-11 1.1545019902e-11 1.3103978392e-11
1.3433837891e+02 2.4649714396e-11 1.1598338136e-11 1.3051376260e-11
1.3439941406e+02 2.4545877867e-11 1.1590938211e-11 1.2954939656e-11
1.3446044922e+02 2.4450520350e-11 1.1584741289e-11 1.2865779061e-11
1.3452148438e+02 2.4381180805e-11 1.1586357475e-11 1.2794823330e-11
1.3458251953e+02 2.4283238480e-11 1.1569334222e-11 1.2713904258e-11
1.3464355469e+02 2.4235227944e-11 1.1568544188e-11 1.2666683755e-11
