# freq_THz  G_total_s  G_In_s  G_Se_s
# Smoothed MD-derived velocity power spectrum. Common normalization: integral(G_total_s) = 3*primitive_atoms.
# Gaussian_sigma_THz=0.1; mass_weighted=True; primitive_atoms=4; total_equals_sum_of_partials=True
1.1230468750e+01 1.9801463529e-02 1.0105578291e-02 9.6958852380e-03
1.1291503906e+01 1.9178219801e-02 9.7756558100e-03 9.4025639914e-03
1.1352539062e+01 1.8435982218e-02 9.4086159506e-03 9.0273662672e-03
1.1413574219e+01 1.7627015082e-02 9.0279654015e-03 8.5990496804e-03
1.1474609375e+01 1.6804528484e-02 8.6544531847e-03 8.1500752994e-03
1.1535644531e+01 1.6007697886e-02 8.2998950922e-03 7.7078027938e-03
1.1596679688e+01 1.5256032295e-02 7.9676580983e-03 7.2883741965e-03
1.1657714844e+01 1.4557440566e-02 7.6577631482e-03 6.8996774183e-03
1.1718750000e+01 1.3918894609e-02 7.3704015258e-03 6.5484930832e-03
1.1779785156e+01 1.3349292858e-02 7.1067682296e-03 6.2425246286e-03
1.1840820312e+01 1.2855153638e-02 6.8689180294e-03 5.9862356086e-03
1.1901855469e+01 1.2436814648e-02 6.6592282960e-03 5.7775863524e-03
1.1962890625e+01 1.2088014613e-02 6.4779250709e-03 5.6100895420e-03
1.2023925781e+01 1.1796379506e-02 6.3193984998e-03 5.4769810064e-03
1.2084960938e+01 1.1547771026e-02 6.1740953319e-03 5.3736756939e-03
1.2145996094e+01 1.1333478022e-02 6.0357758635e-03 5.2977021580e-03
1.2207031250e+01 1.1150039285e-02 5.9038835061e-03 5.2461557793e-03
1.2268066406e+01 1.0991212643e-02 5.7790651192e-03 5.2121475234e-03
1.2329101562e+01 1.0841776317e-02 5.6585213262e-03 5.1832549909e-03
1.2390136719e+01 1.0679425430e-02 5.5350707452e-03 5.1443546850e-03
1.2451171875e+01 1.0483170689e-02 5.4003006773e-03 5.0828700116e-03
1.2512207031e+01 1.0239770518e-02 5.2488248737e-03 4.9909456439e-03
1.2573242188e+01 9.9426260824e-03 5.0788562970e-03 4.8637697854e-03
1.2634277344e+01 9.5879247362e-03 4.8894614889e-03 4.6984632472e-03
1.2695312500e+01 9.1747819072e-03 4.6801464646e-03 4.4946354427e-03
1.2756347656e+01 8.7084992443e-03 4.4538087985e-03 4.2546904458e-03
1.2817382812e+01 8.2011896160e-03 4.2171098115e-03 3.9840798044e-03
1.2878417969e+01 7.6678595599e-03 3.9761200755e-03 3.6917394844e-03
1.2939453125e+01 7.1229437638e-03 3.7336871280e-03 3.3892566358e-03
1.3000488281e+01 6.5812334139e-03 3.4927216558e-03 3.0885117581e-03
1.3061523438e+01 6.0592710283e-03 3.2598472625e-03 2.7994237658e-03
1.3122558594e+01 5.5729594945e-03 3.0437210089e-03 2.5292384856e-03
1.3183593750e+01 5.1331676082e-03 2.8501465225e-03 2.2830210857e-03
1.3244628906e+01 4.7429005981e-03 2.6791772626e-03 2.0637233355e-03
1.3305664062e+01 4.3987296670e-03 2.5270689879e-03 1.8716606791e-03
1.3366699219e+01 4.0956904029e-03 2.3908058376e-03 1.7048845652e-03
1.3427734375e+01 3.8301308452e-03 2.2696362969e-03 1.5604945483e-03
1.3488769531e+01 3.5979792777e-03 2.1625343470e-03 1.4354449307e-03
1.3549804688e+01 3.3933546585e-03 2.0666362957e-03 1.3267183628e-03
1.3610839844e+01 3.2111778477e-03 1.9792800826e-03 1.2318977651e-03
1.3671875000e+01 3.0489999805e-03 1.8994171959e-03 1.1495827846e-03
1.3732910156e+01 2.9039138607e-03 1.8256052942e-03 1.0783085665e-03
1.3793945312e+01 2.7704214605e-03 1.7549530121e-03 1.0154684484e-03
1.3854980469e+01 2.6442890944e-03 1.6857535967e-03 9.5853549768e-04
1.3916015625e+01 2.5261799410e-03 1.6193524208e-03 9.0682752024e-04
1.3977050781e+01 2.4189276695e-03 1.5580692271e-03 8.6085844234e-04
1.4038085938e+01 2.3226301016e-03 1.5023209003e-03 8.2030920128e-04
1.4099121094e+01 2.2343704834e-03 1.4507278824e-03 7.8364260097e-04
1.4160156250e+01 2.1516555449e-03 1.4020863950e-03 7.4956914993e-04
1.4221191406e+01 2.0737428237e-03 1.3558576787e-03 7.1788514505e-04
1.4282226562e+01 2.0003780844e-03 1.3116116655e-03 6.8876641886e-04
1.4343261719e+01 1.9313443834e-03 1.2692554905e-03 6.6208889291e-04
1.4404296875e+01 1.8663555013e-03 1.2288083124e-03 6.3754718897e-04
1.4465332031e+01 1.8042654733e-03 1.1894096170e-03 6.1485585630e-04
1.4526367188e+01 1.7436027286e-03 1.1498883842e-03 5.9371434442e-04
1.4587402344e+01 1.6844396206e-03 1.1105896640e-03 5.7384995665e-04
1.4648437500e+01 1.6285374250e-03 1.0733617837e-03 5.5517564136e-04
1.4709472656e+01 1.5771628519e-03 1.0394483494e-03 5.3771450245e-04
1.4770507812e+01 1.5297216827e-03 1.0083187970e-03 5.2140288577e-04
1.4831542969e+01 1.4850397881e-03 9.7887352342e-04 5.0616626470e-04
1.4892578125e+01 1.4428135329e-03 9.5086343376e-04 4.9195009911e-04
1.4953613281e+01 1.4029025109e-03 9.2439114788e-04 4.7851136302e-04
1.5014648438e+01 1.3644381587e-03 8.9889267401e-04 4.6554548473e-04
1.5075683594e+01 1.3265416252e-03 8.7352674485e-04 4.5301488033e-04
1.5136718750e+01 1.2890672346e-03 8.4805288443e-04 4.4101435018e-04
1.5197753906e+01 1.2524531016e-03 8.2292130700e-04 4.2953179456e-04
1.5258789062e+01 1.2176434442e-03 7.9896927088e-04 4.1867417331e-04
1.5319824219e+01 1.1858547913e-03 7.7697476733e-04 4.0888002400e-04
1.5380859375e+01 1.1572457078e-03 7.5676268971e-04 4.0048301808e-04
1.5441894531e+01 1.1301614075e-03 7.3701938501e-04 3.9314202244e-04
1.5502929688e+01 1.1028037074e-03 7.1669967185e-04 3.8610403550e-04
1.5563964844e+01 1.0750100581e-03 6.9601074886e-04 3.7899930922e-04
1.5625000000e+01 1.0477343553e-03 6.7569719030e-04 3.7203716502e-04
1.5686035156e+01 1.0218044960e-03 6.5625476051e-04 3.6554973548e-04
1.5747070312e+01 9.9759471869e-04 6.3793652166e-04 3.5965819703e-04
1.5808105469e+01 9.7497598324e-04 6.2075961549e-04 3.5421636775e-04
1.5869140625e+01 9.5320456126e-04 6.0433759483e-04 3.4886696643e-04
1.5930175781e+01 9.3134660377e-04 5.8806371295e-04 3.4328289082e-04
1.5991210938e+01 9.0904893096e-04 5.7163362450e-04 3.3741530646e-04
1.6052246094e+01 8.8678423067e-04 5.5531535431e-04 3.3146887636e-04
1.6113281250e+01 8.6538789716e-04 5.3963840768e-04 3.2574948948e-04
1.6174316406e+01 8.4546574006e-04 5.2492522325e-04 3.2054051681e-04
1.6235351562e+01 8.2709241432e-04 5.1114593531e-04 3.1594647901e-04
1.6296386719e+01 8.0979329982e-04 4.9795992345e-04 3.1183337637e-04
1.6357421875e+01 7.9291330489e-04 4.8493591692e-04 3.0797738797e-04
1.6418457031e+01 7.7617618861e-04 4.7198063774e-04 3.0419555087e-04
1.6479492188e+01 7.5979800902e-04 4.5945182472e-04 3.0034618430e-04
1.6540527344e+01 7.4418093080e-04 4.4780113177e-04 2.9637979903e-04
1.6601562500e+01 7.2961476265e-04 4.3715942582e-04 2.9245533682e-04
1.6662597656e+01 7.1604839651e-04 4.2718956408e-04 2.8885883242e-04
1.6723632812e+01 7.0310587039e-04 4.1740682496e-04 2.8569904543e-04
1.6784667969e+01 6.9051140769e-04 4.0769877088e-04 2.8281263681e-04
1.6845703125e+01 6.7840972332e-04 3.9835114267e-04 2.8005858065e-04
1.6906738281e+01 6.6724789058e-04 3.8965041041e-04 2.7759748017e-04
1.6967773438e+01 6.5761531695e-04 3.8181647555e-04 2.7579884140e-04
1.7028808594e+01 6.5003461836e-04 3.7516059152e-04 2.7487402683e-04
1.7089843750e+01 6.4448946426e-04 3.6979715015e-04 2.7469231411e-04
1.7150878906e+01 6.4025392503e-04 3.6524673968e-04 2.7500718535e-04
1.7211914062e+01 6.3640160479e-04 3.6074355517e-04 2.7565804962e-04
1.7272949219e+01 6.3237236887e-04 3.5591131830e-04 2.7646105056e-04
1.7333984375e+01 6.2807172372e-04 3.5089337417e-04 2.7717834954e-04
1.7395019531e+01 6.2374748119e-04 3.4601880007e-04 2.7772868111e-04
1.7456054688e+01 6.1978903335e-04 3.4155706280e-04 2.7823197056e-04
1.7517089844e+01 6.1632328105e-04 3.3755273602e-04 2.7877054503e-04
1.7578125000e+01 6.1298671266e-04 3.3375362633e-04 2.7923308632e-04
1.7639160156e+01 6.0919824981e-04 3.2982365521e-04 2.7937459461e-04
1.7700195312e+01 6.0453904675e-04 3.2559643901e-04 2.7894260774e-04
1.7761230469e+01 5.9893321452e-04 3.2108346439e-04 2.7784975013e-04
1.7822265625e+01 5.9270166537e-04 3.1639026104e-04 2.7631140433e-04
1.7883300781e+01 5.8643561532e-04 3.1169004105e-04 2.7474557426e-04
1.7944335938e+01 5.8060727439e-04 3.0714161130e-04 2.7346566309e-04
1.8005371094e+01 5.7522400316e-04 3.0276157263e-04 2.7246243052e-04
1.8066406250e+01 5.6994685398e-04 2.9842890585e-04 2.7151794813e-04
1.8127441406e+01 5.6455553102e-04 2.9403666639e-04 2.7051886463e-04
1.8188476562e+01 5.5924923071e-04 2.8966112499e-04 2.6958810572e-04
1.8249511719e+01 5.5449526046e-04 2.8557142270e-04 2.6892383776e-04
1.8310546875e+01 5.5060989950e-04 2.8200842281e-04 2.6860147670e-04
1.8371582031e+01 5.4752693170e-04 2.7899057982e-04 2.6853635189e-04
1.8432617188e+01 5.4493694656e-04 2.7637350678e-04 2.6856343978e-04
1.8493652344e+01 5.4261162464e-04 2.7403203947e-04 2.6857958517e-04
1.8554687500e+01 5.4070628423e-04 2.7198277031e-04 2.6872351392e-04
1.8615722656e+01 5.3969644700e-04 2.7035675660e-04 2.6933969041e-04
1.8676757812e+01 5.3979365716e-04 2.6920422109e-04 2.7058943607e-04
1.8737792969e+01 5.4059468213e-04 2.6837200200e-04 2.7222268012e-04
1.8798828125e+01 5.4156761263e-04 2.6767763544e-04 2.7388997720e-04
1.8859863281e+01 5.4260734832e-04 2.6710020282e-04 2.7550714550e-04
1.8920898438e+01 5.4383916256e-04 2.6665674077e-04 2.7718242179e-04
1.8981933594e+01 5.4514311858e-04 2.6621791173e-04 2.7892520685e-04
1.9042968750e+01 5.4621069727e-04 2.6562885899e-04 2.8058183827e-04
1.9104003906e+01 5.4688732373e-04 2.6489759432e-04 2.8198972941e-04
1.9165039062e+01 5.4703087680e-04 2.6404872865e-04 2.8298214815e-04
1.9226074219e+01 5.4620348965e-04 2.6290216904e-04 2.8330132061e-04
1.9287109375e+01 5.4394089170e-04 2.6120743819e-04 2.8273345350e-04
1.9348144531e+01 5.4019446698e-04 2.5891480988e-04 2.8127965710e-04
1.9409179688e+01 5.3537448009e-04 2.5622431990e-04 2.7915016019e-04
1.9470214844e+01 5.3003371183e-04 2.5339730851e-04 2.7663640333e-04
1.9531250000e+01 5.2430961415e-04 2.5046779179e-04 2.7384182235e-04
1.9592285156e+01 5.1774533348e-04 2.4719094634e-04 2.7055438714e-04
1.9653320312e+01 5.0989663054e-04 2.4334797549e-04 2.6654865506e-04
1.9714355469e+01 5.0085737482e-04 2.3896711155e-04 2.6189026327e-04
1.9775390625e+01 4.9111642093e-04 2.3425116667e-04 2.5686525426e-04
1.9836425781e+01 4.8119867577e-04 2.2944651256e-04 2.5175216320e-04
1.9897460938e+01 4.7143632709e-04 2.2474660987e-04 2.4668971723e-04
1.9958496094e+01 4.6191571592e-04 2.2021980865e-04 2.4169590727e-04
2.0019531250e+01 4.5250116795e-04 2.1577997576e-04 2.3672119219e-04
2.0080566406e+01 4.4288984219e-04 2.1123502088e-04 2.3165482131e-04
2.0141601562e+01 4.3289158535e-04 2.0647406382e-04 2.2641752153e-04
2.0202636719e+01 4.2270338992e-04 2.0161636000e-04 2.2108702992e-04
2.0263671875e+01 4.1271936454e-04 1.9688629779e-04 2.1583306675e-04
2.0324707031e+01 4.0314251692e-04 1.9238848114e-04 2.1075403579e-04
2.0385742188e+01 3.9391654253e-04 1.8807721910e-04 2.0583932343e-04
