# frequency_THz total_states_per_THz_per_atom Ga_contribution S_contribution
5.240000000000005542e+00 3.413571352052982011e-01 1.662941137580601914e-01 1.750630214472379820e-01
5.260000000000005116e+00 3.388020231914631308e-01 1.641473226761431814e-01 1.746547005153201160e-01
5.280000000000004690e+00 3.329906280632104476e-01 1.604444476705509104e-01 1.725461803926595095e-01
5.300000000000005151e+00 3.240821298842865850e-01 1.552881057031067213e-01 1.687940241811800024e-01
5.320000000000005613e+00 3.121475359661369242e-01 1.487427887636242341e-01 1.634047472025124681e-01
5.340000000000005187e+00 2.971959848612885091e-01 1.408452565743190110e-01 1.563507282869700254e-01
5.360000000000004761e+00 2.792437198600574710e-01 1.316342103843591294e-01 1.476095094756983972e-01
5.380000000000005222e+00 2.584044629049675468e-01 1.211895441309048527e-01 1.372149187740628606e-01
5.400000000000005684e+00 2.349731974239785970e-01 1.096685458334129004e-01 1.253046515905656966e-01
5.420000000000005258e+00 2.094766223106860614e-01 9.732713542616212854e-02 1.121494868845239884e-01
5.440000000000004832e+00 1.826724567243075137e-01 8.451836160079533034e-02 9.815409512351219723e-02
5.460000000000005294e+00 1.554937738725745699e-01 7.166671662301582479e-02 8.382705724955881454e-02
5.480000000000005755e+00 1.289494793676394246e-01 5.922347779496009434e-02 6.972600157267938581e-02
5.500000000000005329e+00 1.040035003350108789e-01 4.761327889511438038e-02 5.639022143989648461e-02
5.520000000000004903e+00 8.145995505915852586e-02 3.718404460518352078e-02 4.427591045397504671e-02
5.540000000000005365e+00 6.187851869861274445e-02 2.817089637589090256e-02 3.370762232272188352e-02
5.560000000000005826e+00 4.553489502742238959e-02 2.068038491751816865e-02 2.485451010990421400e-02
5.580000000000005400e+00 3.242910163501773468e-02 1.469594524691749185e-02 1.773315638810024630e-02
5.600000000000004974e+00 2.233306344566648657e-02 1.010053255502863304e-02 1.223253089063787782e-02
5.620000000000005436e+00 1.486181645202198746e-02 6.709301343424152811e-03 8.152515108597845062e-03
5.640000000000005898e+00 9.550724826368085091e-03 4.304464427356296218e-03 5.246260399011796680e-03
5.660000000000005471e+00 5.923916671495390966e-03 2.665813770520589557e-03 3.258102900974801843e-03
5.680000000000005045e+00 3.544770700246308460e-03 1.592946968920144453e-03 1.951823731326166392e-03
5.700000000000005507e+00 2.045496584301957459e-03 9.180212634506380257e-04 1.127475320851319650e-03
5.720000000000005969e+00 1.137857781233861387e-03 5.100658282858939498e-04 6.277919529479676543e-04
5.740000000000005542e+00 6.099891329144234084e-04 2.731389266623732723e-04 3.368502062520503529e-04
5.760000000000005116e+00 3.150530200925227321e-04 1.409300026965245299e-04 1.741230173959979583e-04
5.780000000000005578e+00 1.567361240477550171e-04 7.004527015227221369e-05 8.669085389548272205e-05
5.800000000000006040e+00 7.509082822075376670e-05 3.352856950419331051e-05 4.156225871656051718e-05
5.820000000000005613e+00 3.463823482140459273e-05 1.545354456224585132e-05 1.918469025915876174e-05
5.840000000000005187e+00 1.538166361021193820e-05 6.857144459343623035e-06 8.524519150868326174e-06
5.860000000000005649e+00 6.574533171151471995e-06 2.928827666015166978e-06 3.645705505136305018e-06
5.880000000000006111e+00 2.704473061460060555e-06 1.203981588118053895e-06 1.500491473342007930e-06
5.900000000000005684e+00 1.070543857409605987e-06 4.762857964441298495e-07 5.942580609654761906e-07
5.920000000000005258e+00 4.077400823654860908e-07 1.812962160246518884e-07 2.264438663408341495e-07
5.940000000000005720e+00 1.494091077138808526e-07 6.639561695419453089e-08 8.301349075968646732e-08
5.960000000000006182e+00 5.266802362579554115e-08 2.339268086303859134e-08 2.927534276275701267e-08
5.980000000000005755e+00 1.785904899897519970e-08 7.928197927367171443e-09 9.930851071608029907e-09
6.000000000000005329e+00 5.824775361614183646e-09 2.584580627931738996e-09 3.240194733682445064e-09
6.020000000000005791e+00 1.827176636177497076e-09 8.103952243693038804e-10 1.016781411808193609e-09
6.040000000000006253e+00 5.512337592708061349e-10 2.443810201132131419e-10 3.068527391575929930e-10
6.060000000000005826e+00 1.599265718558677033e-10 7.087234281264048793e-11 8.905422904322716363e-11
6.080000000000005400e+00 4.461825636985239293e-11 1.976522514594463538e-11 2.485303122390775755e-11
6.100000000000005862e+00 1.196991534659699481e-11 5.300552972363783231e-12 6.669362374233206728e-12
6.120000000000006324e+00 3.087713870427371618e-12 1.366832996806239356e-12 1.720880873621131858e-12
6.140000000000005898e+00 7.658309442030470020e-13 3.388960479105573143e-13 4.269348962924897382e-13
6.160000000000005471e+00 1.826259014594998652e-13 8.078999553442265217e-14 1.018359059250772383e-13
6.180000000000005933e+00 4.187070975953290676e-14 1.851710833543024194e-14 2.335360142410266482e-14
6.200000000000006395e+00 9.229171558033547808e-15 4.080363297394582645e-15 5.148808260638971474e-15
6.220000000000005969e+00 1.955719174156376673e-15 8.644127465658686599e-16 1.091306427590507619e-15
6.240000000000005542e+00 3.984092993630475022e-16 1.760466056709533574e-16 2.223626936920939970e-16
6.260000000000006004e+00 7.802257321939254579e-17 3.446725109676306451e-17 4.355532212262944430e-17
6.280000000000006466e+00 1.468818974250995229e-17 6.487049891356513517e-18 8.201139851153434152e-18
6.300000000000006040e+00 2.658052369810817191e-18 1.173651682776555079e-18 1.484400687034261149e-18
6.320000000000005613e+00 4.623775328842525553e-19 2.041141222867946966e-19 2.582634105974577143e-19
6.340000000000006075e+00 7.731416938984647344e-20 3.412241460069689787e-20 4.319175478914957557e-20
6.360000000000006537e+00 1.242631690529432057e-20 5.483159865972296790e-21 6.943157039322026792e-21
6.380000000000006111e+00 1.919724825256705125e-21 8.469125937557088257e-22 1.072812231500995923e-21
6.400000000000005684e+00 2.850634114901602742e-22 1.257347566357283246e-22 1.593286548544319967e-22
6.420000000000006146e+00 4.068581769944966694e-23 1.794213591463770979e-23 2.274368178481193658e-23
6.440000000000006608e+00 5.581323695358306730e-24 2.460868162939040544e-24 3.120455532419268022e-24
6.460000000000006182e+00 7.358983680458607541e-25 3.244081054297110869e-25 4.114902626161490244e-25
6.480000000000005755e+00 9.325651815772609615e-26 4.110345099092806906e-26 5.215306716679799265e-26
6.500000000000006217e+00 1.135848571930118605e-26 5.005464628277912878e-27 6.353021091023271015e-27
6.520000000000006679e+00 1.330899377161848239e-27 5.860722372799179367e-28 7.448271398819295852e-28
6.540000000000006253e+00 1.624412730143719344e-28 6.820468474207809815e-29 9.423658827229370174e-29
6.560000000000005826e+00 1.386945645287212458e-28 2.909811535699901061e-29 1.095964491717222744e-28
6.580000000000006288e+00 1.123873479563360855e-27 2.020290462038915545e-28 9.218444333594698386e-28
6.600000000000006750e+00 9.877293607795329577e-27 1.771983690518732613e-27 8.105309917276602345e-27
6.620000000000006324e+00 8.354107110159170989e-26 1.498898286070632440e-26 6.855208824088543140e-26
6.640000000000005898e+00 6.790133308964064865e-25 1.218466386383075353e-25 5.571666922581001451e-25
6.660000000000006359e+00 5.303572581572129617e-24 9.518519661416260778e-25 4.351720615430507948e-24
6.680000000000006821e+00 3.980830373058200121e-23 7.145666506270339226e-24 3.266263722431171488e-23
6.700000000000006395e+00 2.871421915518590444e-22 5.155098163999957664e-23 2.355912099118596617e-22
6.720000000000005969e+00 1.990407356692047907e-21 3.574008620053254223e-22 1.633006494686723237e-21
6.740000000000006430e+00 1.325904327409315095e-20 2.381236481995204433e-21 1.087780679209795516e-20
6.760000000000006892e+00 8.488120522064701377e-20 1.524690833599631765e-20 6.963429688465077436e-20
6.780000000000006466e+00 5.222087276915865323e-19 9.382048907930251719e-20 4.283882386122844605e-19
6.800000000000006040e+00 3.087552319495122695e-18 5.548234756367624226e-19 2.532728843858362198e-18
6.820000000000006501e+00 1.754392627087263960e-17 3.153247737419313784e-18 1.439067853345332351e-17
6.840000000000006963e+00 9.580462972919819237e-17 1.722315504194029979e-17 7.858147468725786176e-17
6.860000000000006537e+00 5.028040178829989430e-16 9.041162398882887400e-17 4.123923938941701923e-16
6.880000000000006111e+00 2.536116466285341289e-15 4.561406218788703874e-16 2.079975844406470015e-15
6.900000000000006573e+00 1.229430360427598145e-14 2.211783237752850853e-15 1.008252036652312744e-14
6.920000000000007034e+00 5.728085246626076407e-14 1.030771943537083433e-14 4.697313303088992342e-14
6.940000000000006608e+00 2.565032108589693419e-13 4.617067572859617809e-14 2.103325351303731891e-13
6.960000000000006182e+00 1.103980641223491804e-12 1.987748604480313965e-13 9.052057807754617956e-13
6.980000000000006644e+00 4.566921377321362914e-12 8.225396950233173981e-13 3.744381682298044911e-12
7.000000000000007105e+00 1.815882673576598409e-11 3.271611649559780955e-12 1.488721508620618617e-11
7.020000000000006679e+00 6.940066998890596972e-11 1.250795048055786622e-11 5.689271950834810673e-11
7.040000000000006253e+00 2.549537529853178260e-10 4.596645289142314674e-11 2.089873000938950153e-10
7.060000000000006715e+00 9.003101182532695664e-10 1.623820830793941196e-10 7.379280351738762482e-10
7.080000000000007176e+00 3.056102393168057409e-09 5.514300118313206668e-10 2.504672381336742946e-09
7.100000000000006750e+00 9.972449952120297396e-09 1.800163409851733673e-09 8.172286542268564344e-09
7.120000000000006324e+00 3.128299812876677149e-08 5.649604875854459700e-09 2.563339325291235976e-08
7.140000000000006786e+00 9.434156884275915643e-08 1.704612518906098584e-08 7.729544365369812427e-08
7.160000000000007248e+00 2.735289036256685951e-07 4.944851009358180566e-08 2.240803935320866968e-07
7.180000000000006821e+00 7.624785457870236260e-07 1.379180229532248640e-07 6.245605228337996091e-07
7.200000000000006395e+00 2.043605520250472640e-06 3.698720692531185946e-07 1.673733450997354998e-06
7.220000000000006857e+00 5.266649796986172835e-06 9.538268473780822179e-07 4.312822949608096546e-06
7.240000000000007319e+00 1.305163938434466473e-05 2.365388647212407325e-06 1.068625073713225148e-05
7.260000000000006892e+00 3.110405373341937178e-05 5.641322767013764913e-06 2.546273096640561703e-05
7.280000000000006466e+00 7.128881325447781136e-05 1.294013623689140534e-05 5.834867701758644667e-05
7.300000000000006928e+00 1.571494767590185851e-04 2.855052899986139473e-05 1.285989477591571294e-04
7.320000000000007390e+00 3.332194880144258493e-04 6.059675606605247143e-05 2.726227319483732559e-04
7.340000000000006963e+00 6.796997352971771754e-04 1.237349005117755992e-04 5.559648347854019828e-04
7.360000000000006537e+00 1.333895221901791085e-03 2.431064085432465280e-04 1.090788813358544666e-03
7.380000000000006999e+00 2.518830758343253325e-03 4.596451166475366357e-04 2.059185641695720700e-03
7.400000000000007461e+00 4.577313831772813341e-03 8.364494653114022162e-04 3.740864366461413293e-03
7.420000000000007034e+00 8.006205447849133391e-03 1.465297283119639015e-03 6.540908164729502400e-03
7.440000000000006608e+00 1.348113506408377300e-02 2.471552905325161316e-03 1.100958215875863164e-02
7.460000000000007070e+00 2.185748705500541872e-02 4.014895605514120711e-03 1.784259144949131709e-02
7.480000000000007532e+00 3.413117700970118296e-02 6.282840610566282902e-03 2.784833639913493475e-02
7.500000000000007105e+00 5.134497199379437632e-02 9.474374721147824432e-03 4.187059727264663689e-02
7.520000000000006679e+00 7.443486953791463023e-02 1.377255737962440607e-02 6.066231215829015477e-02
7.540000000000006253e+00 1.040265688314342130e-01 1.930770743971946951e-02 8.471886139171484753e-02
7.560000000000007603e+00 1.402117271341702942e-01 2.611635762386109449e-02 1.140953695103093246e-01
7.580000000000007176e+00 1.823518310483790150e-01 3.410450923415217495e-02 1.482473218142271176e-01
7.600000000000006750e+00 2.289666918207155510e-01 4.302551946023907420e-02 1.859411723604763311e-01
7.620000000000008100e+00 2.777582914253847179e-01 5.248200545755062063e-02 2.252762859678340834e-01
7.640000000000007674e+00 3.257966132845564466e-01 6.195698087719590103e-02 2.638396324073604138e-01
7.660000000000007248e+00 3.698562316670260808e-01 7.087271939567385548e-02 2.989835122713527804e-01
7.680000000000006821e+00 4.068510566453387156e-01 7.866836209577135475e-02 3.281826945495678327e-01
7.700000000000006395e+00 4.342831090886290490e-01 8.488144350656756654e-02 3.494016655820611494e-01
7.720000000000007745e+00 4.506110193402982911e-01 8.921640458607436874e-02 3.613946147542237419e-01
7.740000000000007319e+00 4.554599096769322841e-01 9.158572893211666677e-02 3.638741807448158117e-01
7.760000000000006892e+00 4.496322528705324340e-01 9.211591981910327576e-02 3.575163330514291027e-01
7.780000000000008242e+00 4.349274125809380886e-01 9.111908309901368963e-02 3.438083294819248570e-01
7.800000000000007816e+00 4.138209866375126555e-01 8.903874213530509063e-02 3.247822445022074400e-01
7.820000000000007390e+00 3.890813961165509038e-01 8.638341980121799768e-02 3.026979763153328506e-01
7.840000000000006963e+00 3.634046721320873252e-01 8.366236748202944551e-02 2.797423046500582267e-01
7.860000000000006537e+00 3.391312359039080904e-01 8.133489388555892319e-02 2.577963420183492227e-01
7.880000000000007887e+00 3.180787644565798988e-01 7.977944476951792652e-02 2.382993196870621389e-01
7.900000000000007461e+00 3.014933535538278364e-01 7.928277505727382435e-02 2.222105784965542341e-01
7.920000000000007034e+00 2.900959901967588017e-01 8.004490313682668945e-02 2.100510870599324176e-01
7.940000000000008384e+00 2.841877700799854134e-01 8.219304871100507892e-02 2.019947213689805843e-01
7.960000000000007958e+00 2.837758119086911113e-01 8.579762103613657043e-02 1.979781908725544715e-01
7.980000000000007532e+00 2.886894068056623519e-01 9.088503202879824605e-02 1.978043747768643834e-01
8.000000000000007105e+00 2.986678381343334521e-01 9.744471993581174663e-02 2.012231181985214556e-01
8.020000000000006679e+00 3.134128477623238651e-01 1.054302586577307715e-01 2.079825891045931074e-01
8.040000000000008029e+00 3.326067564859092052e-01 1.147560152451591181e-01 2.178507412407504340e-01
8.060000000000007603e+00 3.559008974692728366e-01 1.252912251338349214e-01 2.306096723354379985e-01
8.080000000000007176e+00 3.828796728840360153e-01 1.368529012019788493e-01 2.460267716820573880e-01
8.100000000000008527e+00 4.130059599472049592e-01 1.491984521022279853e-01 2.638075078449774180e-01
8.120000000000008100e+00 4.455563838485348538e-01 1.620190875129032815e-01 2.835372963356315168e-01
8.140000000000007674e+00 4.795609150469961612e-01 1.749363982503301385e-01 3.046245167966659118e-01
8.160000000000007248e+00 5.137682655534897558e-01 1.875064355236539804e-01 3.262618300298358309e-01
8.180000000000006821e+00 5.466621666765506538e-01 1.992368839407844261e-01 3.474252827357664497e-01
8.200000000000008171e+00 5.765489518109419009e-01 2.096219939054947412e-01 3.669269579054476038e-01
8.220000000000007745e+00 6.017216145260304572e-01 2.181959389799627280e-01 3.835256755460673128e-01
8.240000000000007319e+00 6.206821191884958067e-01 2.245987492136156671e-01 3.960833699748800840e-01
8.260000000000008669e+00 6.323795583279955279e-01 2.286420562238746790e-01 4.037375021041210710e-01
8.280000000000008242e+00 6.364064706652199366e-01 2.303575180162220626e-01 4.060489526489979850e-01
8.300000000000007816e+00 6.330970334191858839e-01 2.300114422647104306e-01 4.030855911544749537e-01
8.320000000000007390e+00 6.234908961259296722e-01 2.280755357676460815e-01 3.954153603582835075e-01
8.340000000000006963e+00 6.091598590151783288e-01 2.251543569954040924e-01 3.840055020197749025e-01
8.360000000000008313e+00 5.919307609258682712e-01 2.218816659552040327e-01 3.700490949706645716e-01
8.380000000000007887e+00 5.735650727750263300e-01 2.188067129168172475e-01 3.547583598582091380e-01
8.400000000000007461e+00 5.554655346180450426e-01 2.162948149489972993e-01 3.391707196690480486e-01
8.420000000000008811e+00 5.384707659331319229e-01 2.144634630659966734e-01 3.240073028671351940e-01
8.440000000000008384e+00 5.227744419718675095e-01 2.131668086584357913e-01 3.096076333134314962e-01
8.460000000000007958e+00 5.079746091702938005e-01 2.120302162166126103e-01 2.959443929536813567e-01
8.480000000000007532e+00 4.932298997103245486e-01 2.105256350317673553e-01 2.827042646785571933e-01
8.500000000000007105e+00 4.774796031975515609e-01 2.080704589911256952e-01 2.694091442064259212e-01
8.520000000000008455e+00 4.596770896856704480e-01 2.041289964076431762e-01 2.555480932780274661e-01
8.540000000000008029e+00 4.389907403354470494e-01 1.982971402300676145e-01 2.406936001053798235e-01
8.560000000000007603e+00 4.149403633281188997e-01 1.903565645557209751e-01 2.245837987723979245e-01
8.580000000000008953e+00 3.874554800462303161e-01 1.802930105140645167e-01 2.071624695321662157e-01
8.600000000000008527e+00 3.568599064182247926e-01 1.682816354696022865e-01 1.885782709486228392e-01
8.620000000000008100e+00 3.238005604962358452e-01 1.546487484261806489e-01 1.691518120700550853e-01
8.640000000000007674e+00 2.891449694122818492e-01 1.398220813858582212e-01 1.493228880264237113e-01
8.660000000000007248e+00 2.538713203513317529e-01 1.242808201584428146e-01 1.295905001928888689e-01
8.680000000000008598e+00 2.189689409596365932e-01 1.085129457961914456e-01 1.104559951634451476e-01
8.700000000000008171e+00 1.853588571501432747e-01 9.298279813771456737e-02 9.237605901242867956e-02
8.720000000000007745e+00 1.538366345445580374e-01 7.810796930786037540e-02 7.572866523669775918e-02
8.740000000000009095e+00 1.250350889914945973e-01 6.424280054254141725e-02 6.079228844895311762e-02
8.760000000000008669e+00 9.940310281703236550e-02 5.166600967945281231e-02 4.773709313757953931e-02
8.780000000000008242e+00 7.719776270867009793e-02 4.057155042316414051e-02 3.662621228550592273e-02
8.800000000000007816e+00 5.848871739882380294e-02 3.106352674397291902e-02 2.742519065485090474e-02
8.820000000000007390e+00 4.317459321400508171e-02 2.315686394875679857e-02 2.001772926524825885e-02
8.840000000000008740e+00 3.101084503570215173e-02 1.678506297965472183e-02 1.422578205604740562e-02
8.860000000000008313e+00 2.164682118513926168e-02 1.181498729092157404e-02 9.831833894217720596e-03
8.880000000000007887e+00 1.466795409837188049e-02 8.066934889091458005e-03 6.601019209280434633e-03
8.900000000000009237e+00 9.637807433136937746e-03 5.336971249095588156e-03 4.300836184041350457e-03
8.920000000000008811e+00 6.134788941065799465e-03 3.418111358392891472e-03 2.716677582672907560e-03
8.940000000000008384e+00 3.779672746926504567e-03 2.117495627333558852e-03 1.662177119592946365e-03
8.960000000000007958e+00 2.252175387223722628e-03 1.267903929835334509e-03 9.842714573883889866e-04
8.980000000000007532e+00 1.297003777824350633e-03 7.333290318202509818e-04 5.636747460041007353e-04
9.000000000000008882e+00 7.214451739816041091e-04 4.094640932008459210e-04 3.119810807807584050e-04
9.020000000000008455e+00 3.873933489666937942e-04 2.206090847521340504e-04 1.667842642145595270e-04
9.040000000000008029e+00 2.007161535093906449e-04 1.146396229616621662e-04 8.607653054772873623e-05
9.060000000000009379e+00 1.003070767121596826e-04 5.743651197269696788e-05 4.287056473946276891e-05
9.080000000000008953e+00 4.834716801145455800e-05 2.773655663310255307e-05 2.061061137835195749e-05
9.100000000000008527e+00 2.250952765745714036e-05 1.290866149925091314e-05 9.600866158206244167e-06
9.120000000000008100e+00 1.023375812453525144e-05 5.794877349289275395e-06 4.438880775245977739e-06
9.140000000000007674e+00 4.836306786305474407e-06 2.525473848041119854e-06 2.310832938264359211e-06
9.160000000000009024e+00 3.078384723190466152e-06 1.110462402847668206e-06 1.967922320342799217e-06
9.180000000000008598e+00 3.823324641956577402e-06 5.919503213543026617e-07 3.231374320602271035e-06
9.200000000000008171e+00 7.514848794781239029e-06 5.730942407226647211e-07 6.941754554058577696e-06
9.220000000000009521e+00 1.634706640082045795e-05 9.894358233041342072e-07 1.535763057751635255e-05
9.240000000000009095e+00 3.514339394067195898e-05 2.038138282576607700e-06 3.310525565809536357e-05
9.260000000000008669e+00 7.309067367973250270e-05 4.221133279847096722e-06 6.886954039988542461e-05
9.280000000000008242e+00 1.465585436118263724e-04 8.486407635425905562e-06 1.380721359764005380e-04
9.300000000000007816e+00 2.832318932398722585e-04 1.646682951685259834e-05 2.667650637230196162e-04
9.320000000000009166e+00 5.276431669036362598e-04 3.081731864107511390e-05 4.968258482625606716e-04
9.340000000000008740e+00 9.478616666304726492e-04 5.563783270765469767e-05 8.922238339228185343e-04
9.360000000000008313e+00 1.642563975315085517e-03 9.694171603672168801e-05 1.545622259278365239e-03
9.380000000000009663e+00 2.747034293328986729e-03 1.630901047919031403e-04 2.583944188537082992e-03
9.400000000000009237e+00 4.435995854936006406e-03 2.650727554860392732e-04 4.170923099449967350e-03
9.420000000000008811e+00 6.920831268736414750e-03 4.164895572819193176e-04 6.504341711454494565e-03
9.440000000000008384e+00 1.043903177668709797e-02 6.330941896786972892e-04 9.805937587008402637e-03
9.460000000000007958e+00 1.523486244082996460e-02 9.318176861063643627e-04 1.430304475472358658e-02
9.480000000000009308e+00 2.153224111489361256e-02 1.329298545875883582e-03 2.020294256901772334e-02
9.500000000000008882e+00 2.950334136443352739e-02 1.840091045625288566e-03 2.766325031880823709e-02
9.520000000000008455e+00 3.923872099490554460e-02 2.474866653027938193e-03 3.676385434187758039e-02
9.540000000000009805e+00 5.072594424145560749e-02 3.239013741337234444e-03 4.748693050011841554e-02
9.560000000000009379e+00 6.384295231117474712e-02 4.132030852134874026e-03 5.971092145903993120e-02
9.580000000000008953e+00 7.836960886815172445e-02 5.147975929332221368e-03 7.322163293881950308e-02
9.600000000000008527e+00 9.401642495546352896e-02 6.276995522000911737e-03 8.773942943346266232e-02
9.620000000000008100e+00 1.104646818549252368e-01 7.507672404169934456e-03 1.029570094507552686e-01
9.640000000000009450e+00 1.274085938316050493e-01 8.829681402882044380e-03 1.185789124287231072e-01
9.660000000000009024e+00 1.445891310206226799e-01 1.023611312466174081e-02 1.343530178959610466e-01
9.680000000000008598e+00 1.618112265655085591e-01 1.172486381771040663e-02 1.500863627477981022e-01
9.700000000000009948e+00 1.789408352448979278e-01 1.329869670838656169e-02 1.656421385365114407e-01
9.720000000000009521e+00 1.958842674086025415e-01 1.496390466828830673e-02 1.809203627403141446e-01
9.740000000000009095e+00 2.125575072789308018e-01 1.672786002265439637e-02 1.958296472562766344e-01
9.760000000000008669e+00 2.288561492455472024e-01 1.859602979585190871e-02 2.102601194496953874e-01
9.780000000000008242e+00 2.446362310243489768e-01 2.056918590901779184e-02 2.240670451153313203e-01
9.800000000000009592e+00 2.597127486799868934e-01 2.264150797095895382e-02 2.370712407090277973e-01
9.820000000000009166e+00 2.738771215806171111e-01 2.480006422444271108e-02 2.490770573561746637e-01
9.840000000000008740e+00 2.869290293922958646e-01 2.702581062283791746e-02 2.599032187694580998e-01
9.860000000000010090e+00 2.987135871633582185e-01 2.929585037750959825e-02 2.694177367858488492e-01
9.880000000000009663e+00 3.091529883594373862e-01 3.158634680129156214e-02 2.775666415581460322e-01
9.900000000000009237e+00 3.182629545516784120e-01 3.387527787094632425e-02 2.843876766807318934e-01
9.920000000000008811e+00 3.261481602328968332e-01 3.614423057052977561e-02 2.900039296623669327e-01
9.940000000000008384e+00 3.329761780879363919e-01 3.837867507805504952e-02 2.945975030098813563e-01
9.960000000000009734e+00 3.389350301185062864e-01 4.056658784246595928e-02 2.983684422760400912e-01
9.980000000000009308e+00 3.441837931556460672e-01 4.269580241574755242e-02 3.014879907398984593e-01
1.000000000000000888e+01 3.488078732351305167e-01 4.475091278712294007e-02 3.040569604480076737e-01
1.002000000000001023e+01 3.527900027587391185e-01 4.671079150645331135e-02 3.060792112522860986e-01
1.004000000000000981e+01 3.560047742333097842e-01 4.854771672487465106e-02 3.074570575084354385e-01
1.006000000000000938e+01 3.582392465140886717e-01 5.022871765983854403e-02 3.080105288542501762e-01
1.008000000000000895e+01 3.592360141380437910e-01 5.171913860116396366e-02 3.075168755368798967e-01
1.010000000000000853e+01 3.587496168686882259e-01 5.298776242524539520e-02 3.057618544434426711e-01
1.012000000000000988e+01 3.566037602347468249e-01 5.401233103284732578e-02 3.025914292018994090e-01
1.014000000000000945e+01 3.527365268851573310e-01 5.478411761065719171e-02 2.979524092745002295e-01
1.016000000000000902e+01 3.472237476056877492e-01 5.531040907780562788e-02 2.919133385278820381e-01
1.018000000000001037e+01 3.402761609357440320e-01 5.561428562558729666e-02 2.846618753101565202e-01
1.020000000000000995e+01 3.322123562509620154e-01 5.573177263912640345e-02 2.764805836118358062e-01
1.022000000000000952e+01 3.234149568126029606e-01 5.570707875956801974e-02 2.677078780530347535e-01
1.024000000000000909e+01 3.142806129606535714e-01 5.558704229359585913e-02 2.586935706670576707e-01
1.026000000000000867e+01 3.051745309927340055e-01 5.541599596636007097e-02 2.497585350263739623e-01
1.028000000000001002e+01 2.963978270304400975e-01 5.523205041148837591e-02 2.411657766189516938e-01
1.030000000000000959e+01 2.881720942457421941e-01 5.506540911522656012e-02 2.331066851305156340e-01
1.032000000000000917e+01 2.806416224640883583e-01 5.493892504048396991e-02 2.257026974236044647e-01
1.034000000000001052e+01 2.738908846090933880e-01 5.487083188468745709e-02 2.190200527244060558e-01
1.036000000000001009e+01 2.679737369292265470e-01 5.487948953137249120e-02 2.130942473978541529e-01
1.038000000000000966e+01 2.629510252974936457e-01 5.499002312370664808e-02 2.079610021737871572e-01
1.040000000000000924e+01 2.589340789907776941e-01 5.524276186526385496e-02 2.036913171255137489e-01
1.042000000000000881e+01 2.561317780454723247e-01 5.570320706349619899e-02 2.004285709819762229e-01
1.044000000000001016e+01 2.548975690523912485e-01 5.647272285720585094e-02 1.984248461951856335e-01
1.046000000000000973e+01 2.557696655154269583e-01 5.769820986693528775e-02 1.980714556484917677e-01
1.048000000000000931e+01 2.594933090490363914e-01 5.957784547104594264e-02 1.999154635779903932e-01
1.050000000000001066e+01 2.670100038698556832e-01 6.235893682284197881e-02 2.046510670470137461e-01
1.052000000000001023e+01 2.793974819589348790e-01 6.632361165949143822e-02 2.130738702994435796e-01
1.054000000000000981e+01 2.977483819742064441e-01 7.175909894280071977e-02 2.259892830314058076e-01
1.056000000000000938e+01 3.229868872202379948e-01 7.891215066331483396e-02 2.440747365569233551e-01
1.058000000000000895e+01 3.556403260951485623e-01 8.793161944197912250e-02 2.677087066531692594e-01
1.060000000000001030e+01 3.956033336924856814e-01 9.880844662917595556e-02 2.967948870633099756e-01
1.062000000000000988e+01 4.419489974528076348e-01 1.113266883416982878e-01 3.306223091111094581e-01
1.064000000000000945e+01 4.928466522937767214e-01 1.250407334923527569e-01 3.678059188014237701e-01
1.066000000000001080e+01 5.456337344104437159e-01 1.392910085069447024e-01 4.063427259034987360e-01
1.068000000000001037e+01 5.970586319129604913e-01 1.532629618333693489e-01 4.437956700795913090e-01
1.070000000000000995e+01 6.436691009718511491e-01 1.660834938149920448e-01 4.775856071568588268e-01
1.072000000000000952e+01 6.822788690318478677e-01 1.769383074695747016e-01 5.053405615622732494e-01
1.074000000000000909e+01 7.104178003065537705e-01 1.851865180689478696e-01 5.252312822376064005e-01
1.076000000000001044e+01 7.266690640558931547e-01 1.904480242053445405e-01 5.362210398505482534e-01
1.078000000000001002e+01 7.308223792132211294e-01 1.926452892309888920e-01 5.381770899822326815e-01
1.080000000000000959e+01 7.238180964989936461e-01 1.919925193277712272e-01 5.318255771712221414e-01
1.082000000000001094e+01 7.075080549589763956e-01 1.889381384230104932e-01 5.185699165359658469e-01
1.084000000000001052e+01 6.842998789828149686e-01 1.840769244304512886e-01 5.002229545523639853e-01
1.086000000000001009e+01 6.567704016860296257e-01 1.780532780778404933e-01 4.787171236081889658e-01
1.088000000000000966e+01 6.273283309726181978e-01 1.714760204242017916e-01 4.558523105484162952e-01
1.090000000000000924e+01 5.979815957466607657e-01 1.648591476242114995e-01 4.331224481224498213e-01
1.092000000000001059e+01 5.702315704270133345e-01 1.585947117319198296e-01 4.116368586950938102e-01
1.094000000000001016e+01 5.450855085496840724e-01 1.529561808603779882e-01 3.921293276893063062e-01
1.096000000000000973e+01 5.231574395665693489e-01 1.481251401188930505e-01 3.750322994476762428e-01
1.098000000000001108e+01 5.048187156990633362e-01 1.442316057680956276e-01 3.605871099309675420e-01
1.100000000000001066e+01 4.903600685076091037e-01 1.413979885271044457e-01 3.489620799805048801e-01
1.102000000000001023e+01 4.801329639312256758e-01 1.397777601404754377e-01 3.403552037907504046e-01
