# q_distance branch_1_THz branch_2_THz branch_3_THz branch_4_THz branch_5_THz branch_6_THz branch_7_THz branch_8_THz branch_9_THz branch_10_THz branch_11_THz branch_12_THz
9.041277498663602419e-02 1.481322012386576237e+00 1.902377197119629049e+00 2.127125531041178963e+00 2.159019227216920633e+00 3.360082626465552114e+00 3.909221141945243616e+00 5.993116524987030402e+00 6.024279588893540094e+00 7.306300837731059872e+00 7.560166031305885603e+00 8.042974378767734578e+00 8.423477266958173004e+00
9.182547459580221727e-02 1.509624020008410783e+00 1.923475298718625881e+00 2.142998655688538090e+00 2.154573254647656366e+00 3.377864522348072551e+00 3.942140479716082169e+00 5.998635039168696892e+00 6.023478106102887253e+00 7.285596906044419008e+00 7.551423225931900518e+00 8.021615469541531596e+00 8.416400037687003177e+00
9.323817420496841035e-02 1.537811453422748720e+00 1.944121478296873207e+00 2.149759224746520037e+00 2.158565280592887881e+00 3.394276444187403818e+00 3.974747125048558871e+00 6.005051217410314557e+00 6.023195594121675711e+00 7.264610970498981857e+00 7.542781879148710900e+00 8.000057663827888632e+00 8.409414105569100073e+00
9.465087381413460343e-02 1.565862981685322675e+00 1.964305919621655683e+00 2.144629347554505294e+00 2.173814345256584790e+00 3.409320638075836296e+00 4.006973961055450673e+00 6.012364410876699594e+00 6.023457813364384350e+00 7.243349237720472011e+00 7.534251927380791969e+00 7.978314979747680447e+00 8.402527233766921455e+00
9.606357342330079652e-02 1.593755982316042763e+00 1.984018812157413825e+00 2.139232427481839949e+00 2.188735002054029710e+00 3.423004932767350628e+00 4.038756933830241813e+00 6.020568631565276441e+00 6.024290369247680133e+00 7.221818420317616116e+00 7.525843310652465590e+00 7.956402666659466938e+00 8.395747146323950361e+00
9.747627303246698960e-02 1.621466462503283079e+00 2.003250364380829041e+00 2.133614106025801149e+00 2.203316619186286740e+00 3.435342874210124187e+00 4.070034917298153587e+00 6.025718541338351386e+00 6.029652368422300235e+00 7.200025772498062970e+00 7.517565958134774462e+00 7.934337329167716391e+00 8.389081517284978418e+00
9.888897264163318268e-02 1.648968975162812267e+00 2.021990817813791530e+00 2.127817094672572296e+00 2.217548784312318499e+00 3.446353801020485275e+00 4.100749606650947676e+00 6.027767089074059115e+00 6.039598453426306968e+00 7.177979129495628996e+00 7.509429773009896003e+00 7.912137065981045936e+00 8.382537959533612693e+00
1.003016722507993619e-01 1.676236530044568296e+00 2.040230461759478864e+00 2.121881394568050361e+00 2.231421308822914451e+00 3.456062860223421573e+00 4.130845443630203562e+00 6.030460033581396928e+00 6.050383976200865099e+00 7.155686951463540169e+00 7.501444616667774845e+00 7.889821625469956246e+00 8.376124013366352372e+00
1.017143718599655550e-01 1.703240500278539349e+00 2.057959648720899981e+00 2.115844500913278914e+00 2.244924232720971968e+00 3.464500964609238842e+00 4.160269574844365437e+00 6.033820415671850235e+00 6.061980243325703732e+00 7.133158372648668255e+00 7.493620292255449122e+00 7.867412579951479579e+00 8.369847134825370460e+00
1.031270714691317480e-01 1.729950525007445838e+00 2.075168810475231940e+00 2.109741591059118626e+00 2.258047830069529471e+00 3.471704694912954636e+00 4.188971842450426308e+00 6.037870030729481918e+00 6.074352776243316931e+00 7.110403256872249500e+00 7.485966527605651066e+00 7.844933520892925394e+00 8.363714683814599482e+00
